type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
leg,TRUDGE,Leg,leg,0,38,38,75,0,0,0,0,7,2.752,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TRUDGE,Arm,arm,0,38,38,75,0,1,1,1,1,1.796,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TRUDGE,,,0,38,38,75,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,CARVE,Leg,leg,0,39,39,1,0,0,0,0,1,3.472,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,CARVE,Arm,arm,0,39,39,1,0,1,1,1,7,1.025,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,CARVE,,,0,39,39,1,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,PULL,Leg,leg,0,40,40,24,0,0,0,0,4,5.872,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,PULL,Arm,arm,0,40,40,24,0,1,1,1,6,3.38,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,PULL,,,0,40,40,24,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TRIP,Leg,leg,0,41,41,73,0,0,0,0,6,6.761,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TRIP,Arm,arm,0,41,41,73,0,1,1,1,1,6.8,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TRIP,,,0,41,41,73,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,CLICK,Leg,leg,0,42,42,6,0,0,0,0,1,2.722,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,CLICK,Arm,arm,0,42,42,6,0,1,1,1,7,1.347,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,CLICK,,,0,42,42,6,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,KNOCK,Leg,leg,0,43,43,16,0,0,0,0,1,3.157,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,KNOCK,Arm,arm,0,43,43,16,0,1,1,1,7,1.068,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,KNOCK,,,0,43,43,16,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,GLIDE,Leg,leg,0,44,44,42,0,0,0,0,6,5.7,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,GLIDE,Arm,arm,0,44,44,42,0,1,1,1,2,0.964,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,GLIDE,,,0,44,44,42,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,WHIP,Leg,leg,0,45,45,38,0,0,0,0,2,11.408,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,WHIP,Arm,arm,0,45,45,38,0,1,1,1,6,5.795,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,WHIP,,,0,45,45,38,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,HIKE,Leg,leg,0,46,46,43,0,0,0,0,6,3.036,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,HIKE,Arm,arm,0,46,46,43,0,1,1,1,1,2.217,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,HIKE,,,0,46,46,43,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,RUSH,Leg,leg,0,47,47,56,0,0,0,0,6,3.138,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,RUSH,Arm,arm,0,47,47,56,0,1,1,1,2,5.022,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,RUSH,,,0,47,47,56,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,HOP,Leg,leg,0,48,48,44,0,0,0,0,6,6.88,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,HOP,Arm,arm,0,48,48,44,0,1,1,1,1,1.147,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,HOP,,,0,48,48,44,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,POKE,Leg,leg,0,49,49,22,0,0,0,0,2,3.051,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,POKE,Arm,arm,0,49,49,22,0,1,1,1,7,0.991,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,POKE,,,0,49,49,22,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,PINCH,Leg,leg,0,50,50,20,0,0,0,0,1,2.69,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,PINCH,Arm,arm,0,50,50,20,0,1,1,1,7,1.292,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,PINCH,,,0,50,50,20,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TIPTOE,Leg,leg,0,51,51,71,0,0,0,0,7,3.858,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TIPTOE,Arm,arm,0,51,51,71,0,1,1,1,2,1.014,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,TIPTOE,,,0,51,51,71,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,STEP,Leg,leg,0,52,52,64,0,0,0,0,7,2.304,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,STEP,Arm,arm,0,52,52,64,0,1,1,1,1,1.697,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,STEP,,,0,52,52,64,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,STAND,Leg,leg,0,53,53,63,0,0,0,0,6,1.963,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,STAND,Arm,arm,0,53,53,63,0,1,1,1,1,0.926,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,STAND,,,0,53,53,63,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,RUB,Leg,leg,0,54,54,27,0,0,0,0,1,3.227,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,RUB,Arm,arm,0,54,54,27,0,1,1,1,7,1.398,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
arm,RUB,,,0,54,54,27,,,,,,,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,JOG,Leg,leg,0,55,55,45,0,0,0,0,6,7.896,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
leg,JOG,Arm,arm,0,55,55,45,0,1,1,1,2,3.059,2018_Oct_05_1341,59.6227752977,verb_norming_L1-eng_no-translation,991,
