type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
arm,CATCH,Arm,arm,0,7,7,2,0,0,0,0,7,4.538,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CATCH,Leg,leg,0,7,7,2,0,1,1,1,1,5.631,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CATCH,,,0,7,7,2,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PEEL,Arm,arm,0,8,8,19,0,0,0,0,5,26.726,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PEEL,Leg,leg,0,8,8,19,0,1,1,1,1,9.069,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PEEL,,,0,8,8,19,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,PACE,Arm,arm,0,9,9,52,0,0,0,0,2,15.423,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,PACE,Leg,leg,0,9,9,52,0,1,1,1,7,10.612,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,PACE,,,0,9,9,52,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STEP,Arm,arm,0,10,10,64,0,0,0,0,1,18.306,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STEP,Leg,leg,0,10,10,64,0,1,1,1,7,2.16,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STEP,,,0,10,10,64,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,POKE,Arm,arm,0,11,11,22,0,0,0,0,6,12.503,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,POKE,Leg,leg,0,11,11,22,0,1,1,1,5,13.916,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,POKE,,,0,11,11,22,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,HOP,Arm,arm,0,12,12,44,0,0,0,0,1,8.614,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,HOP,Leg,leg,0,12,12,44,0,1,1,1,7,2.663,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,HOP,,,0,12,12,44,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,PEDAL,Arm,arm,0,13,13,53,0,0,0,0,2,10.741,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,PEDAL,Leg,leg,0,13,13,53,0,1,1,1,7,6.57,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,PEDAL,,,0,13,13,53,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SIGN,Arm,arm,0,14,14,31,0,0,0,0,7,9.751,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SIGN,Leg,leg,0,14,14,31,0,1,1,1,1,3.937,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SIGN,,,0,14,14,31,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STROLL,Arm,arm,0,15,15,68,0,0,0,0,1,12.034,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STROLL,Leg,leg,0,15,15,68,0,1,1,1,7,2.896,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STROLL,,,0,15,15,68,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WOBBLE,Arm,arm,0,16,16,79,0,0,0,0,2,29.895,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WOBBLE,Leg,leg,0,16,16,79,0,1,1,1,7,2.695,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WOBBLE,,,0,16,16,79,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRAY,Arm,arm,0,17,17,66,0,0,0,0,1,8.21,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRAY,Leg,leg,0,17,17,66,0,1,1,1,5,17.957,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRAY,,,0,17,17,66,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRUT,Arm,arm,0,18,18,69,0,0,0,0,6,13.761,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRUT,Leg,leg,0,18,18,69,0,1,1,1,5,10.293,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRUT,,,0,18,18,69,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,RUN,Arm,arm,0,19,19,55,0,0,0,0,4,21.477,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,RUN,Leg,leg,0,19,19,55,0,1,1,1,7,3.082,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,RUN,,,0,19,19,55,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SNATCH,Arm,arm,0,20,20,33,0,0,0,0,7,5.544,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SNATCH,Leg,leg,0,20,20,33,0,1,1,1,1,3.064,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SNATCH,,,0,20,20,33,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,HIKE,Arm,arm,0,21,21,43,0,0,0,0,2,14.316,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,HIKE,Leg,leg,0,21,21,43,0,1,1,1,7,2.26,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,HIKE,,,0,21,21,43,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRUDGE,Arm,arm,0,22,22,75,0,0,0,0,1,5.711,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRUDGE,Leg,leg,0,22,22,75,0,1,1,1,7,2.879,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRUDGE,,,0,22,22,75,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRIP,Arm,arm,0,23,23,73,0,0,0,0,1,9.922,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRIP,Leg,leg,0,23,23,73,0,1,1,1,1,2.512,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRIP,,,0,23,23,73,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,KNOCK,Arm,arm,0,24,24,16,0,0,0,0,7,4.085,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,KNOCK,Leg,leg,0,24,24,16,0,1,1,1,2,23.307,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,KNOCK,,,0,24,24,16,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STAND,Arm,arm,0,25,25,63,0,0,0,0,3,18.726,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STAND,Leg,leg,0,25,25,63,0,1,1,1,7,2.092,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STAND,,,0,25,25,63,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRAMPLE,Arm,arm,0,26,26,72,0,0,0,0,1,6.091,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRAMPLE,Leg,leg,0,26,26,72,0,1,1,1,7,1.788,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TRAMPLE,,,0,26,26,72,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,STAB,Arm,arm,0,27,27,34,0,0,0,0,7,3.8,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,STAB,Leg,leg,0,27,27,34,0,1,1,1,1,3.233,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,STAB,,,0,27,27,34,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,FLEE,Arm,arm,0,28,28,41,0,0,0,0,1,6.064,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,FLEE,Leg,leg,0,28,28,41,0,1,1,1,7,3.686,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,FLEE,,,0,28,28,41,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,MARCH,Arm,arm,0,29,29,51,0,0,0,0,3,6.818,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,MARCH,Leg,leg,0,29,29,51,0,1,1,1,7,1.739,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,MARCH,,,0,29,29,51,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRASP,Arm,arm,0,30,30,12,0,0,0,0,7,3.515,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRASP,Leg,leg,0,30,30,12,0,1,1,1,3,14.435,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRASP,,,0,30,30,12,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,KNEEL,Arm,arm,0,31,31,48,0,0,0,0,1,4.773,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,KNEEL,Leg,leg,0,31,31,48,0,1,1,1,7,2.528,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,KNEEL,,,0,31,31,48,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,HUG,Arm,arm,0,32,32,15,0,0,0,0,7,3.665,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,HUG,Leg,leg,0,32,32,15,0,1,1,1,1,2.194,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,HUG,,,0,32,32,15,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WADE,Arm,arm,0,33,33,76,0,0,0,0,1,6.211,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WADE,Leg,leg,0,33,33,76,0,1,1,1,7,1.824,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WADE,,,0,33,33,76,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCRUB,Arm,arm,0,34,34,30,0,0,0,0,7,3.33,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCRUB,Leg,leg,0,34,34,30,0,1,1,1,1,5.581,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCRUB,,,0,34,34,30,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SLIP,Arm,arm,0,35,35,59,0,0,0,0,1,3.549,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SLIP,Leg,leg,0,35,35,59,0,1,1,1,7,2.076,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SLIP,,,0,35,35,59,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLICK,Arm,arm,0,36,36,6,0,0,0,0,1,22.499,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLICK,Leg,leg,0,36,36,6,0,1,1,1,1,1.807,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLICK,,,0,36,36,6,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CHOP,Arm,arm,0,37,37,3,0,0,0,0,6,10.525,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CHOP,Leg,leg,0,37,37,3,0,1,1,1,1,2.377,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CHOP,,,0,37,37,3,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,NIP,Arm,arm,0,38,38,17,0,0,0,0,1,4.454,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,NIP,Leg,leg,0,38,38,17,0,1,1,1,1,2.244,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,NIP,,,0,38,38,17,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,POLISH,Arm,arm,0,39,39,23,0,0,0,0,6,5.426,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,POLISH,Leg,leg,0,39,39,23,0,1,1,1,1,1.874,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,POLISH,,,0,39,39,23,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STUMBLE,Arm,arm,0,40,40,70,0,0,0,0,1,3.898,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STUMBLE,Leg,leg,0,40,40,70,0,1,1,1,7,1.922,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STUMBLE,,,0,40,40,70,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCRATCH,Arm,arm,0,41,41,29,0,0,0,0,7,4.788,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCRATCH,Leg,leg,0,41,41,29,0,1,1,1,1,2.594,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCRATCH,,,0,41,41,29,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,THROW,Arm,arm,0,42,42,36,0,0,0,0,7,6.198,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,THROW,Leg,leg,0,42,42,36,0,1,1,1,1,2.947,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,THROW,,,0,42,42,36,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,JUMP,Arm,arm,0,43,43,46,0,0,0,0,1,4.869,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,JUMP,Leg,leg,0,43,43,46,0,1,1,1,7,2.912,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,JUMP,,,0,43,43,46,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CARVE,Arm,arm,0,44,44,1,0,0,0,0,7,11.98,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CARVE,Leg,leg,0,44,44,1,0,1,1,1,1,3.247,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CARVE,,,0,44,44,1,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLEAN,Arm,arm,0,45,45,5,0,0,0,0,7,5.628,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLEAN,Leg,leg,0,45,45,5,0,1,1,1,1,2.277,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLEAN,,,0,45,45,5,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WALK,Arm,arm,0,46,46,77,0,0,0,0,1,3.884,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WALK,Leg,leg,0,46,46,77,0,1,1,1,7,2.226,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WALK,,,0,46,46,77,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLAP,Arm,arm,0,47,47,4,0,0,0,0,7,4.824,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLAP,Leg,leg,0,47,47,4,0,1,1,1,2,17.472,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CLAP,,,0,47,47,4,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,BRUSH,Arm,arm,0,48,48,0,0,0,0,0,7,5.525,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,BRUSH,Leg,leg,0,48,48,0,0,1,1,1,1,2.042,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,BRUSH,,,0,48,48,0,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SPRINT,Arm,arm,0,49,49,61,0,0,0,0,2,16.595,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SPRINT,Leg,leg,0,49,49,61,0,1,1,1,7,2.242,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SPRINT,,,0,49,49,61,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SLAP,Arm,arm,0,50,50,32,0,0,0,0,7,5.142,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SLAP,Leg,leg,0,50,50,32,0,1,1,1,2,14.855,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SLAP,,,0,50,50,32,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,GLIDE,Arm,arm,0,51,51,42,0,0,0,0,1,7.405,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,GLIDE,Leg,leg,0,51,51,42,0,1,1,1,6,14.888,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,GLIDE,,,0,51,51,42,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SKATE,Arm,arm,0,52,52,57,0,0,0,0,1,4.084,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SKATE,Leg,leg,0,52,52,57,0,1,1,1,7,2.427,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SKATE,,,0,52,52,57,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SNEAK,Arm,arm,0,53,53,60,0,0,0,0,1,3.246,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SNEAK,Leg,leg,0,53,53,60,0,1,1,1,7,6.536,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,SNEAK,,,0,53,53,60,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,RUSH,Arm,arm,0,54,54,56,0,0,0,0,1,11.665,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,RUSH,Leg,leg,0,54,54,56,0,1,1,1,7,2.696,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,RUSH,,,0,54,54,56,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,ROAM,Arm,arm,0,55,55,54,0,0,0,0,1,3.161,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,ROAM,Leg,leg,0,55,55,54,0,1,1,1,7,13.907,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,ROAM,,,0,55,55,54,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCOOP,Arm,arm,0,56,56,28,0,0,0,0,7,2.86,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCOOP,Leg,leg,0,56,56,28,0,1,1,1,1,4.406,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,SCOOP,,,0,56,56,28,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PULL,Arm,arm,0,57,57,24,0,0,0,0,7,2.509,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PULL,Leg,leg,0,57,57,24,0,1,1,1,1,9.404,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PULL,,,0,57,57,24,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TROT,Arm,arm,0,58,58,74,0,0,0,0,1,4.639,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TROT,Leg,leg,0,58,58,74,0,1,1,1,7,1.807,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TROT,,,0,58,58,74,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TIPTOE,Arm,arm,0,59,59,71,0,0,0,0,1,3.011,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TIPTOE,Leg,leg,0,59,59,71,0,1,1,1,7,1.689,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,TIPTOE,,,0,59,59,71,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,RUB,Arm,arm,0,60,60,27,0,0,0,0,7,2.962,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,RUB,Leg,leg,0,60,60,27,0,1,1,1,3,29.714,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,RUB,,,0,60,60,27,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,LEAP,Arm,arm,0,61,61,49,0,0,0,0,1,2.373,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,LEAP,Leg,leg,0,61,61,49,0,1,1,1,7,2.186,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,LEAP,,,0,61,61,49,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,STIR,Arm,arm,0,62,62,35,0,0,0,0,7,3.901,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,STIR,Leg,leg,0,62,62,35,0,1,1,1,1,2.73,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,STIR,,,0,62,62,35,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRIDE,Arm,arm,0,63,63,67,0,0,0,0,1,2.927,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STRIDE,Leg,leg,0,63,63,67,0,1,1,1,7,3.467,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
