type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
arm,PEEL,Arm,arm,0,7,7,19,0,1,1,1,7,2.739,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PEEL,,,0,7,7,19,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,PEDAL,Leg,leg,0,8,8,53,0,0,0,0,7,3.717,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,PEDAL,Arm,arm,0,8,8,53,0,1,1,1,2,3.073,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,PEDAL,,,0,8,8,53,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,GLIDE,Leg,leg,0,9,9,42,0,0,0,0,7,4.985,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,GLIDE,Arm,arm,0,9,9,42,0,1,1,1,1,2.357,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,GLIDE,,,0,9,9,42,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,NIP,Leg,leg,0,10,10,17,0,0,0,0,4,18.117,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,NIP,Arm,arm,0,10,10,17,0,1,1,1,4,2.524,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,NIP,,,0,10,10,17,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WOBBLE,Leg,leg,0,11,11,79,0,0,0,0,7,5.784,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WOBBLE,Arm,arm,0,11,11,79,0,1,1,1,1,9.104,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WOBBLE,,,0,11,11,79,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRUDGE,Leg,leg,0,12,12,75,0,0,0,0,7,4.182,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRUDGE,Arm,arm,0,12,12,75,0,1,1,1,1,6.856,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRUDGE,,,0,12,12,75,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TIPTOE,Leg,leg,0,13,13,71,0,0,0,0,7,3.169,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TIPTOE,Arm,arm,0,13,13,71,0,1,1,1,1,2.273,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TIPTOE,,,0,13,13,71,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SCRATCH,Leg,leg,0,14,14,29,0,0,0,0,4,3.835,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SCRATCH,Arm,arm,0,14,14,29,0,1,1,1,6,4.505,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SCRATCH,,,0,14,14,29,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CHOP,Leg,leg,0,15,15,3,0,0,0,0,2,4.287,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CHOP,Arm,arm,0,15,15,3,0,1,1,1,7,2.024,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CHOP,,,0,15,15,3,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PLUCK,Leg,leg,0,16,16,21,0,0,0,0,1,2.919,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PLUCK,Arm,arm,0,16,16,21,0,1,1,1,7,1.422,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PLUCK,,,0,16,16,21,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PUSH,Leg,leg,0,17,17,26,0,0,0,0,4,6.153,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PUSH,Arm,arm,0,17,17,26,0,1,1,1,7,2.09,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PUSH,,,0,17,17,26,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,HIKE,Leg,leg,0,18,18,43,0,0,0,0,7,3.252,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,HIKE,Arm,arm,0,18,18,43,0,1,1,1,1,1.691,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,HIKE,,,0,18,18,43,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLICK,Leg,leg,0,19,19,6,0,0,0,0,1,3.502,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLICK,Arm,arm,0,19,19,6,0,1,1,1,7,3.289,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLICK,,,0,19,19,6,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,STIR,Leg,leg,0,20,20,35,0,0,0,0,1,3.319,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,STIR,Arm,arm,0,20,20,35,0,1,1,1,7,1.424,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,STIR,,,0,20,20,35,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STOMP,Leg,leg,0,21,21,65,0,0,0,0,7,2.996,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STOMP,Arm,arm,0,21,21,65,0,1,1,1,1,1.72,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STOMP,,,0,21,21,65,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SNATCH,Leg,leg,0,22,22,33,0,0,0,0,2,5.967,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SNATCH,Arm,arm,0,22,22,33,0,1,1,1,7,2.173,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SNATCH,,,0,22,22,33,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SLAP,Leg,leg,0,23,23,32,0,0,0,0,1,3.302,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SLAP,Arm,arm,0,23,23,32,0,1,1,1,7,1.34,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SLAP,,,0,23,23,32,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRIP,Leg,leg,0,24,24,73,0,0,0,0,7,8.35,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRIP,Arm,arm,0,24,24,73,0,1,1,1,1,2.007,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRIP,,,0,24,24,73,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRIP,Leg,leg,0,25,25,13,0,0,0,0,2,4.62,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRIP,Arm,arm,0,25,25,13,0,1,1,1,7,1.741,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRIP,,,0,25,25,13,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,RUN,Leg,leg,0,26,26,55,0,0,0,0,7,2.455,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,RUN,Arm,arm,0,26,26,55,0,1,1,1,2,3.841,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,RUN,,,0,26,26,55,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STROLL,Leg,leg,0,27,27,68,0,0,0,0,7,3.419,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STROLL,Arm,arm,0,27,27,68,0,1,1,1,1,2.622,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STROLL,,,0,27,27,68,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,JOG,Leg,leg,0,28,28,45,0,0,0,0,7,2.334,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,JOG,Arm,arm,0,28,28,45,0,1,1,1,2,1.473,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,JOG,,,0,28,28,45,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRAMPLE,Leg,leg,0,29,29,72,0,0,0,0,7,2.798,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRAMPLE,Arm,arm,0,29,29,72,0,1,1,1,1,1.469,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TRAMPLE,,,0,29,29,72,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PUNCH,Leg,leg,0,30,30,25,0,0,0,0,1,3.736,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PUNCH,Arm,arm,0,30,30,25,0,1,1,1,7,2.457,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,PUNCH,,,0,30,30,25,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STUMBLE,Leg,leg,0,31,31,70,0,0,0,0,6,4.381,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STUMBLE,Arm,arm,0,31,31,70,0,1,1,1,3,4.418,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STUMBLE,,,0,31,31,70,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,STAB,Leg,leg,0,32,32,34,0,0,0,0,1,5.169,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,STAB,Arm,arm,0,32,32,34,0,1,1,1,7,2.708,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,STAB,,,0,32,32,34,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,KNEEL,Leg,leg,0,33,33,48,0,0,0,0,7,3.452,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,KNEEL,Arm,arm,0,33,33,48,0,1,1,1,1,1.623,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,KNEEL,,,0,33,33,48,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRAB,Leg,leg,0,34,34,11,0,0,0,0,1,4.503,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRAB,Arm,arm,0,34,34,11,0,1,1,1,7,1.923,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRAB,,,0,34,34,11,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLEAN,Leg,leg,0,35,35,5,0,0,0,0,3,5.534,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLEAN,Arm,arm,0,35,35,5,0,1,1,1,5,2.922,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLEAN,,,0,35,35,5,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SLIP,Leg,leg,0,36,36,59,0,0,0,0,6,2.888,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SLIP,Arm,arm,0,36,36,59,0,1,1,1,2,1.69,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SLIP,,,0,36,36,59,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,MARCH,Leg,leg,0,37,37,51,0,0,0,0,7,2.651,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,MARCH,Arm,arm,0,37,37,51,0,1,1,1,1,2.771,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,MARCH,,,0,37,37,51,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,HUG,Leg,leg,0,38,38,15,0,0,0,0,2,4.954,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,HUG,Arm,arm,0,38,38,15,0,1,1,1,7,1.442,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,HUG,,,0,38,38,15,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GESTURE,Leg,leg,0,39,39,10,0,0,0,0,1,2.5,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GESTURE,Arm,arm,0,39,39,10,0,1,1,1,7,1.888,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GESTURE,,,0,39,39,10,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CATCH,Leg,leg,0,40,40,2,0,0,0,0,1,3.834,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CATCH,Arm,arm,0,40,40,2,0,1,1,1,7,1.289,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CATCH,,,0,40,40,2,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SNEAK,Leg,leg,0,41,41,60,0,0,0,0,5,3.169,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SNEAK,Arm,arm,0,41,41,60,0,1,1,1,4,1.223,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SNEAK,,,0,41,41,60,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,JUMP,Leg,leg,0,42,42,46,0,0,0,0,7,2.298,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,JUMP,Arm,arm,0,42,42,46,0,1,1,1,3,1.937,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,JUMP,,,0,42,42,46,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,DIG,Leg,leg,0,43,43,8,0,0,0,0,5,4.587,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,DIG,Arm,arm,0,43,43,8,0,1,1,1,6,3.991,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,DIG,,,0,43,43,8,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STAND,Leg,leg,0,44,44,63,0,0,0,0,7,2.737,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STAND,Arm,arm,0,44,44,63,0,1,1,1,1,1.657,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STAND,,,0,44,44,63,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRASP,Leg,leg,0,45,45,12,0,0,0,0,1,3.002,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRASP,Arm,arm,0,45,45,12,0,1,1,1,7,1.671,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,GRASP,,,0,45,45,12,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CARVE,Leg,leg,0,46,46,1,0,0,0,0,1,3.494,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CARVE,Arm,arm,0,46,46,1,0,1,1,1,7,1.037,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CARVE,,,0,46,46,1,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,HACK,Leg,leg,0,47,47,14,0,0,0,0,1,19.098,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,HACK,Arm,arm,0,47,47,14,0,1,1,1,7,2.674,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,HACK,,,0,47,47,14,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SCRUB,Leg,leg,0,48,48,30,0,0,0,0,4,8.201,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SCRUB,Arm,arm,0,48,48,30,0,1,1,1,7,9.322,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SCRUB,,,0,48,48,30,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TROT,Leg,leg,0,49,49,74,0,0,0,0,7,3.269,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TROT,Arm,arm,0,49,49,74,0,1,1,1,1,2.226,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,TROT,,,0,49,49,74,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,RUB,Leg,leg,0,50,50,27,0,0,0,0,2,4.787,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,RUB,Arm,arm,0,50,50,27,0,1,1,1,7,1.509,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,RUB,,,0,50,50,27,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,POLISH,Leg,leg,0,51,51,23,0,0,0,0,1,3.984,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,POLISH,Arm,arm,0,51,51,23,0,1,1,1,7,1.039,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,POLISH,,,0,51,51,23,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,POKE,Leg,leg,0,52,52,22,0,0,0,0,1,4.619,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,POKE,Arm,arm,0,52,52,22,0,1,1,1,7,1.09,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,POKE,,,0,52,52,22,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SIGN,Leg,leg,0,53,53,31,0,0,0,0,1,6.453,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SIGN,Arm,arm,0,53,53,31,0,1,1,1,7,1.107,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,SIGN,,,0,53,53,31,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,KICK,Leg,leg,0,54,54,47,0,0,0,0,7,2.837,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,KICK,Arm,arm,0,54,54,47,0,1,1,1,1,1.789,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,KICK,,,0,54,54,47,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WANDER,Leg,leg,0,55,55,78,0,0,0,0,7,2.736,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WANDER,Arm,arm,0,55,55,78,0,1,1,1,1,1.289,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WANDER,,,0,55,55,78,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WALK,Leg,leg,0,56,56,77,0,0,0,0,7,2.971,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WALK,Arm,arm,0,56,56,77,0,1,1,1,2,2.456,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,WALK,,,0,56,56,77,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,ROAM,Leg,leg,0,57,57,54,0,0,0,0,7,3.351,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,ROAM,Arm,arm,0,57,57,54,0,1,1,1,1,2.687,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,ROAM,,,0,57,57,54,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,FOLD,Leg,leg,0,58,58,9,0,0,0,0,1,4.121,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,FOLD,Arm,arm,0,58,58,9,0,1,1,1,7,2.275,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,FOLD,,,0,58,58,9,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STEP,Leg,leg,0,59,59,64,0,0,0,0,7,3.454,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STEP,Arm,arm,0,59,59,64,0,1,1,1,1,0.907,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,STEP,,,0,59,59,64,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,PACE,Leg,leg,0,60,60,52,0,0,0,0,6,6.653,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,PACE,Arm,arm,0,60,60,52,0,1,1,1,2,3.174,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,PACE,,,0,60,60,52,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLAP,Leg,leg,0,61,61,4,0,0,0,0,1,3.52,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLAP,Arm,arm,0,61,61,4,0,1,1,1,7,1.641,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,CLAP,,,0,61,61,4,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,WASH,Leg,leg,0,62,62,37,0,0,0,0,1,5.703,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,WASH,Arm,arm,0,62,62,37,0,1,1,1,7,1.324,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
arm,WASH,,,0,62,62,37,,,,,,,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SKIP,Leg,leg,0,63,63,58,0,0,0,0,7,4.32,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
leg,SKIP,Arm,arm,0,63,63,58,0,1,1,1,1,1.174,2018_Nov_01_1711,59.8921242176,verb_norming_L1-eng_no-translation,705,
