type,word1,word2,word3,word4,BlockType,Effector,BlockLabel,BlockInstructions,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
arm,clean,pull,stab,catch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,5,5,5,space,15.2109960742,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,march,stomp,stride,trample,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,6,6,6,space,11.9075700441,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,pinch,fold,knock,polish,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,7,7,7,space,5.51803217415,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,strut,skate,wander,sneak,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,8,8,8,space,12.9640865816,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,shake,pluck,click,sign,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,9,9,9,space,32.5523284298,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,hike,slip,dance,tiptoe,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,10,10,10,space,4.31077220803,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,slide,bounce,sprint,wade,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,11,11,11,space,6.54091109517,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,bind,scrape,snatch,clap,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,12,12,12,space,14.070954446,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,walk,stroll,trek,stray,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,13,13,13,space,19.2357825598,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,skip,run,kick,glide,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,14,14,14,space,22.3054746469,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,pat,carve,whip,peel,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,15,15,15,space,4.34389776908,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,trip,flee,leap,jog,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,16,16,16,space,5.70260128899,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,limp,pedal,step,rush,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,17,17,17,space,4.57876724236,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,push,wipe,dig,squeeze,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,18,18,18,space,5.76948062724,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,rub,grip,punch,chop,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,19,19,19,space,8.5703017334,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
,,,,,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,yell,chew,soothe,lick,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,0,0,0,,,,,space,26.4982129424,,,return,171.867773144,space,2.80116247645,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,sigh,stare,thank,ruin,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,1,1,2,,,,,space,4.42794518794,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,blush,print,bless,save,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,2,2,3,,,,,space,7.16145550175,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,stay,look,wait,like,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,3,3,1,,,,,space,6.96020270441,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,chop,slap,squeeze,pluck,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,0,0,0,space,5.18242764846,s,15.2449126345,,,,,space,2.33147370817,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,jump,skip,tramp,limp,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,1,1,1,space,9.20748320016,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,wade,stride,kick,march,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,2,2,2,space,7.1950030344,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,slip,pedal,trek,jog,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,3,3,3,space,25.8276016841,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,snatch,scratch,wipe,grip,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,4,4,4,space,4.561955546,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,stomp,leap,hop,sprint,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,5,5,5,space,3.13708466615,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,brush,clap,fold,carve,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,6,6,6,space,7.86577984145,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,slide,tiptoe,skate,stand,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,7,7,7,space,3.18726372751,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,pat,polish,knock,scoop,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,8,8,8,space,4.49494463796,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,throw,scrub,click,push,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,9,9,9,space,5.16632318916,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,wander,kneel,run,hike,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,10,10,10,space,8.45281029927,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,bind,whip,sign,poke,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,11,11,11,space,10.9342700207,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,dance,step,trample,bounce,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,12,12,12,space,2.78417456349,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,rub,catch,dunk,grab,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,13,13,13,space,5.43384646871,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,peel,dig,gesture,stab,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,14,14,14,space,4.05884093725,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,glide,stumble,trip,flee,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,15,15,15,space,8.1174183398,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,clean,pinch,pull,wrap,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,16,16,16,space,3.53887354127,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,stray,sneak,rush,stroll,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,17,17,17,space,7.09440824409,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,scrape,punch,hug,shake,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,18,18,18,space,11.0186694777,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,squat,cycle,strut,walk,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,19,19,19,space,12.058590441,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
,,,,,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
