type,word1,word2,word3,word4,BlockType,Effector,BlockLabel,BlockInstructions,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,print,lick,yell,wait,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,space,15.8822568843,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,blush,save,bless,sigh,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,space,8.18426093333,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,stare,soothe,thank,stay,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,space,4.84693296183,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,look,chew,ruin,like,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,space,3.80727632344,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,stare,save,sigh,lick,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,space,18.2469237164,s,3.60655810249,return,439.194191885,space,4.66266017536,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,like,yell,bless,ruin,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,3,,,,,space,5.66884356075,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,print,chew,look,soothe,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,0,,,,,space,8.4193228225,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
training,stay,thank,wait,blush,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,2,,,,,space,7.26219015905,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,hop,stand,kneel,jump,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,space,4.6289885799,s,47.8641686053,,,,,space,5.26586028473,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,dunk,grab,gesture,slap,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,1,space,13.584025293,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,scoop,brush,scrub,wrap,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,2,2,2,space,29.1811980833,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
leg,cycle,stumble,squat,tramp,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,3,3,3,space,13.4002013453,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
arm,poke,scratch,hug,throw,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,4,4,4,space,9.50934896261,,,,,,,,,2018_Oct_25_1301,59.6260321574,sheb_replication_1810,1,703,
