type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
arm,SCRUB,Leg,leg,0,0,0,30,0,0,0,0,1,46.917,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SCRUB,Arm,arm,0,0,0,30,0,1,1,1,7,10.997,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SCRUB,,,0,0,0,30,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,POKE,Leg,leg,0,1,1,22,0,0,0,0,1,2.91,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,POKE,Arm,arm,0,1,1,22,0,1,1,1,7,2.058,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,POKE,,,0,1,1,22,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,TRAMPLE,Leg,leg,0,2,2,72,0,0,0,0,7,3.177,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,TRAMPLE,Arm,arm,0,2,2,72,0,1,1,1,1,4.137,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,TRAMPLE,,,0,2,2,72,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,WALK,Leg,leg,0,3,3,77,0,0,0,0,7,2.979,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,WALK,Arm,arm,0,3,3,77,0,1,1,1,1,3.032,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,WALK,,,0,3,3,77,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,BOUNCE,Leg,leg,0,4,4,40,0,0,0,0,4,8.31,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,BOUNCE,Arm,arm,0,4,4,40,0,1,1,1,4,5.479,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,BOUNCE,,,0,4,4,40,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,PACE,Leg,leg,0,5,5,52,0,0,0,0,6,8.177,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,PACE,Arm,arm,0,5,5,52,0,1,1,1,2,2.764,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,PACE,,,0,5,5,52,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,WADE,Leg,leg,0,6,6,76,0,0,0,0,7,7.589,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,WADE,Arm,arm,0,6,6,76,0,1,1,1,1,2.931,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,WADE,,,0,6,6,76,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,GRIP,Leg,leg,0,7,7,13,0,0,0,0,2,4.534,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,GRIP,Arm,arm,0,7,7,13,0,1,1,1,6,3.114,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,GRIP,,,0,7,7,13,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,PULL,Leg,leg,0,8,8,24,0,0,0,0,2,7.255,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,PULL,Arm,arm,0,8,8,24,0,1,1,1,6,1.657,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,PULL,,,0,8,8,24,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SPRINT,Leg,leg,0,9,9,61,0,0,0,0,7,2.29,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SPRINT,Arm,arm,0,9,9,61,0,1,1,1,1,2.511,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SPRINT,,,0,9,9,61,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,PEEL,Leg,leg,0,10,10,19,0,0,0,0,1,3.396,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,PEEL,Arm,arm,0,10,10,19,0,1,1,1,7,1.556,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,PEEL,,,0,10,10,19,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SLIP,Leg,leg,0,11,11,59,0,0,0,0,7,8.512,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SLIP,Arm,arm,0,11,11,59,0,1,1,1,2,9.304,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SLIP,,,0,11,11,59,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SLAP,Leg,leg,0,12,12,32,0,0,0,0,1,2.711,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SLAP,Arm,arm,0,12,12,32,0,1,1,1,7,1.79,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SLAP,,,0,12,12,32,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,CLICK,Leg,leg,0,13,13,6,0,0,0,0,2,8.714,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,CLICK,Arm,arm,0,13,13,6,0,1,1,1,6,2.31,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,CLICK,,,0,13,13,6,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SQUAT,Leg,leg,0,14,14,62,0,0,0,0,7,6.815,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SQUAT,Arm,arm,0,14,14,62,0,1,1,1,2,1.688,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,SQUAT,,,0,14,14,62,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,STRUT,Leg,leg,0,15,15,69,0,0,0,0,7,5.728,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,STRUT,Arm,arm,0,15,15,69,0,1,1,1,1,1.958,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
leg,STRUT,,,0,15,15,69,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SNATCH,Leg,leg,0,16,16,33,0,0,0,0,1,9.518,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SNATCH,Arm,arm,0,16,16,33,0,1,1,1,7,1.521,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
arm,SNATCH,,,0,16,16,33,,,,,,,2018_Oct_25_1333,59.6312300029,verb_norming_L1-eng_no-translation,703,
