type,word1,word2,word3,word4,BlockType,Effector,BlockLabel,BlockInstructions,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
leg,pedal,slip,run,trample,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,0,0,0,space,6.71517781052,s,11.2810692105,,,,,space,3.93316497491,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,gesture,shake,stab,pinch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,1,1,1,space,8.24828701909,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,walk,stomp,rush,tiptoe,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,2,2,2,space,12.8970312076,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,squat,bounce,sneak,sprint,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,3,3,3,space,16.9959541557,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,sign,peel,push,wrap,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,4,4,4,space,9.04833586118,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,clean,pull,carve,knock,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,5,5,5,space,14.1806435739,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,scrape,punch,clap,brush,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,6,6,6,space,12.5807236671,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,wade,kick,hop,kneel,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,7,7,7,space,9.01437004516,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,snatch,hug,dunk,chop,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,8,8,8,space,12.9641562907,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,scrub,rub,whip,grab,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,9,9,9,space,13.0147078226,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,march,jump,wander,stumble,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,10,10,10,space,9.78138780687,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,glide,dance,stand,skip,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,11,11,11,space,8.53184885927,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,fold,poke,click,grip,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,12,12,12,space,10.6307661934,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,throw,slap,scratch,catch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,13,13,13,space,11.3644450391,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,jog,step,trek,skate,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,14,14,14,space,16.6136359172,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,scoop,squeeze,dig,pat,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,15,15,15,space,11.4310919943,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
arm,wipe,pluck,polish,bind,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,16,16,16,space,12.9645567583,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,flee,leap,hike,cycle,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,17,17,17,space,10.0474048681,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,strut,slide,limp,stray,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,18,18,18,space,11.8140904664,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
leg,trip,tramp,stride,stroll,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,0,19,19,19,space,7.46504471102,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
,,,,,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,2018_Nov_01_1632,59.9478909702,sheb_replication_1810,2,705,
