BlockType,BlockLabel,BlockInstructions,item,type,word1,word2,word3,word4,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,date,frameRate,expName,session,participant,
SILENT,while you wait silently,wait silently,17,leg,kick,run,jog,flee,0,2,2,0,0,0,0,0,,,,,0,14,14,14,,,,,,,space,8.1177258947,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
SILENT,while you wait silently,wait silently,8,arm,clap,click,grab,wipe,0,2,2,0,0,0,0,0,,,,,0,15,15,15,,,,,,,space,11.1697988935,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
SILENT,while you wait silently,wait silently,11,leg,skip,pace,strut,dance,0,2,2,0,0,0,0,0,,,,,0,16,16,16,,,,,,,space,3.05287467497,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
SILENT,while you wait silently,wait silently,1,arm,pat,peel,braid,pull,0,2,2,0,0,0,0,0,,,,,0,17,17,17,,,,,,,space,3.89150029613,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
SILENT,while you wait silently,wait silently,,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,3,training,chew,soothe,ruin,lick,0,3,3,2,0,0,0,0,0,0,0,2,,,,,space,0.989885208975,return,4.31035655824,space,1.0569387664,space,4.67940814249,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,2,training,like,thank,stare,yell,0,3,3,2,0,0,0,0,0,1,1,1,,,,,,,,,,,space,8.95621875922,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,1,training,wait,sigh,bless,blush,0,3,3,2,0,0,0,0,0,2,2,0,,,,,,,,,,,space,8.92248118985,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,4,training,stay,save,look,print,0,3,3,2,0,0,0,0,0,3,3,3,,,,,,,,,,,space,13.1823309615,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,17,leg,run,kick,flee,jog,0,3,3,2,0,0,0,0,,,,,0,0,0,0,,,,,,,space,16.3016945831,s,3.622802453,space,0.755178200097,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
