"expName","date","participant","itemID","item","correct_resp","resp","correct","RT"
"lextale","2018_Sep_11_1322",804,0,"platery","n","n",1,12.7127186995
"lextale","2018_Sep_11_1322",804,0,"denial","y","y",1,0.888937136471
"lextale","2018_Sep_11_1322",804,0,"generic","y","y",1,0.922730683264
"lextale","2018_Sep_11_1322",804,1,"mensible","n","n",1,3.62288363118
"lextale","2018_Sep_11_1322",804,2,"scornful","y","n",0,3.57251117871
"lextale","2018_Sep_11_1322",804,3,"stoutly","y","n",0,3.67315809583
"lextale","2018_Sep_11_1322",804,4,"ablaze","y","n",0,4.88065756144
"lextale","2018_Sep_11_1322",804,5,"kermshaw","n","n",1,1.8786492064
"lextale","2018_Sep_11_1322",804,6,"moonlit","y","y",1,2.09664166529
"lextale","2018_Sep_11_1322",804,7,"lofty","y","y",1,3.89125012298
"lextale","2018_Sep_11_1322",804,8,"hurricane","y","y",1,0.972817074533
"lextale","2018_Sep_11_1322",804,9,"flaw","y","y",1,0.754990957859
"lextale","2018_Sep_11_1322",804,10,"alberation","n","n",1,6.00434386294
"lextale","2018_Sep_11_1322",804,11,"unkempt","y","n",0,3.43828328514
"lextale","2018_Sep_11_1322",804,12,"breeding","y","y",1,1.08935026573
"lextale","2018_Sep_11_1322",804,13,"festivity","y","y",1,1.15670661382
"lextale","2018_Sep_11_1322",804,14,"screech","y","n",0,4.54516270126
"lextale","2018_Sep_11_1322",804,15,"savoury","y","y",1,0.80535906409
"lextale","2018_Sep_11_1322",804,16,"plaudate","n","n",1,2.86814673043
"lextale","2018_Sep_11_1322",804,17,"shin","y","y",1,2.21412747187
"lextale","2018_Sep_11_1322",804,18,"fluid","y","y",1,0.805341679155
"lextale","2018_Sep_11_1322",804,19,"spaunch","n","n",1,2.88484495997
"lextale","2018_Sep_11_1322",804,20,"allied","y","y",1,1.42598225867
"lextale","2018_Sep_11_1322",804,21,"slain","y","y",1,5.56869834649
"lextale","2018_Sep_11_1322",804,22,"recipient","y","y",1,1.34202922486
"lextale","2018_Sep_11_1322",804,23,"exprate","n","n",1,5.51802521369
"lextale","2018_Sep_11_1322",804,24,"eloquence","y","y",1,6.44042597831
"lextale","2018_Sep_11_1322",804,25,"cleanliness","y","y",1,0.78857114409
"lextale","2018_Sep_11_1322",804,26,"dispatch","y","y",1,1.00659837285
"lextale","2018_Sep_11_1322",804,27,"rebondicate","n","n",1,4.9477819787
"lextale","2018_Sep_11_1322",804,28,"ingenious","y","n",0,7.79891004363
"lextale","2018_Sep_11_1322",804,29,"bewitch","y","y",1,1.12395181686
"lextale","2018_Sep_11_1322",804,30,"skave","n","n",1,3.0023453857
"lextale","2018_Sep_11_1322",804,31,"plaintively","y","y",1,1.91226732339
"lextale","2018_Sep_11_1322",804,32,"kilp","n","n",1,2.19728581662
"lextale","2018_Sep_11_1322",804,33,"interfate","n","y",0,3.1868078376
"lextale","2018_Sep_11_1322",804,34,"hasty","y","y",1,0.889159189499
"lextale","2018_Sep_11_1322",804,35,"lengthy","y","y",1,0.755007552569
"lextale","2018_Sep_11_1322",804,36,"fray","y","y",1,5.88691060627
"lextale","2018_Sep_11_1322",804,37,"crumper","n","n",1,3.50548553949
"lextale","2018_Sep_11_1322",804,38,"upkeep","y","y",1,6.74230193127
"lextale","2018_Sep_11_1322",804,39,"majestic","y","y",1,0.63756876433
"lextale","2018_Sep_11_1322",804,40,"magrity","n","n",1,2.59972255225
"lextale","2018_Sep_11_1322",804,41,"nourishment","y","y",1,4.42877846734
"lextale","2018_Sep_11_1322",804,42,"abergy","n","n",1,1.64386803728
"lextale","2018_Sep_11_1322",804,43,"proom","n","y",0,0.771666270897
"lextale","2018_Sep_11_1322",804,44,"turmoil","y","n",0,2.24884400064
"lextale","2018_Sep_11_1322",804,45,"carbohydrate","y","y",1,2.16385340233
"lextale","2018_Sep_11_1322",804,46,"scholar","y","y",1,1.00660350931
"lextale","2018_Sep_11_1322",804,47,"turtle","y","y",1,0.822109053322
"lextale","2018_Sep_11_1322",804,48,"fellick","n","n",1,2.36506939947
"lextale","2018_Sep_11_1322",804,49,"destription","n","y",0,1.12399962543
"lextale","2018_Sep_11_1322",804,50,"cylinder","y","y",1,0.939405601188
"lextale","2018_Sep_11_1322",804,51,"censorship","y","y",1,0.771802584586
"lextale","2018_Sep_11_1322",804,52,"celestial","y","n",0,4.22660550857
"lextale","2018_Sep_11_1322",804,53,"rascal","y","y",1,1.4426148996
"lextale","2018_Sep_11_1322",804,54,"purrage","n","n",1,4.76332387303
"lextale","2018_Sep_11_1322",804,55,"pulsh","n","n",1,2.24755909593
"lextale","2018_Sep_11_1322",804,56,"muddy","y","y",1,0.704616924944
"lextale","2018_Sep_11_1322",804,57,"quirty","n","n",1,3.75707240865
"lextale","2018_Sep_11_1322",804,58,"pudour","n","n",1,1.77805720987
"lextale","2018_Sep_11_1322",804,59,"listless","y","n",0,2.02967529289
"lextale","2018_Sep_11_1322",804,60,"wrought","y","y",1,5.28325076148
