expName;date;participant;trial;resp_time;verb;translation_simple;translation_details;comment
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;0;6.55782314807;SQUEEZE;pressa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;1;4.29377955382;PLOD;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;2;7.86581856169;SKATE;åka skridskor, skejta;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;3;6.8093723528;TIPTOE;gå på tå;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;4;3.53898693626;STRUT;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;5;5.80302499905;SLIP;snubbla på;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;6;11.3710947871;STUMBLE;halta lite grann;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;7;4.88045125675;DANCE;dansa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;8;9.92862318726;CROUCH;kröka, böja;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;9;5.0820473999;TUG;dra ;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;10;7.12788702856;SPRINT;springa snabbt;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;11;3.05273459725;SCRAPE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;12;2.43222140392;CATCH;fånga;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;13;3.15334519174;LIMP;halta;;ppt pressed wrong : correct for arms 1 and legs 7
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;14;12.5952727327;STEP;gå, ta steg, stega;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;15;2.56635187374;RUN;springa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;16;3.92481872606;RUB;gnida;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;17;2.4154310432;PULL;dra ;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;18;4.93072948934;STROLL;gå;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;19;5.43404006992;NIP;nypa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;20;3.15331713932;BRAID;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;21;3.13692346352;BASH;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;22;3.62296363142;RUSH;rusa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;23;2.34837785898;LIFT;höja;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;24;3.33758992578;SKIP;hoppa över;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;25;6.02102272009;PEDAL;paddla;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;26;3.89127277382;STOMP;jag vet inte;jag tror det har med ben och fötter att göra;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;27;5.26646005336;CLUTCH;trampa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;28;2.39851820009;KICK;sparka;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;29;2.73400616995;PRANCE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;30;2.63343785164;SWITCH;växla;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;31;2.80120119669;DIG;gräva;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;32;9.09014546167;DUNK;jag vet inte;osäker men jag tror det har mer med armar än med ben att göra;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;33;2.86812518175;FOLD;vika;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;34;7.22886902128;CHOP;hugga, skära av;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;35;5.70253886248;CLICK;klicka;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;36;2.16381901685;BOUNCE;studsa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;37;7.06089587574;TOTTER;jag vet inte;osäker men jag tror det har mer med armar än med ben att göra;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;38;6.1720814421;BIND;binda;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;39;4.12595141163;JUMP;hoppa;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;40;2.91844885135;WIPE;piska;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;41;13.6348392873;SQUAT;bo illegalt, att vara husockupant;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;42;2.39830681919;SAUNTER;jag vet inte;osäker;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;43;4.6627688291;STRAY;strö;inte säker men tror det har med strö att göra;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;44;2.31468097682;STRADDLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;45;2.48252097215;BRUSH;borsta;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;46;7.61437208413;HIKE;hajka, övernatta;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;47;4.54544215354;ROW;ro;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;48;4.24348314642;STRIDE;förflytta sig framåt;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;49;3.7904480327;MARCH;marschera;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;50;3.30427748031;SLAP;slå;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;51;4.67952046957;WANDER;vandra;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;52;2.49929789931;WADDLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;53;3.50554094547;FLEE;fly;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;54;4.05880932889;PLUCK;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;55;4.44471776896;DASH;daska, slå;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;56;2.75084078237;POLISH;polera;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;57;5.09886146688;MOUNT;stiga, bestiga;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;58;5.38394872176;SNATCH;sno åt sig, ta ngt snabbt;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;59;5.68561416623;STAB;hugga med en kniv till exempel;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;60;3.90807301215;SWAY;svinga;jag tror det betyder svinga;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;61;4.22670305842;TODDLE;skaka om, skaka;;
verb_norming_L2-eng_oral_translation;2018_Sep_13_1500;808;62;3.069396549;CUT;skära;;
