"expName","date","participant","itemID","item","correct_resp","resp","correct","RT"
"lextale","2018_Sep_18_1406",811,0,"platery","n","n",1,8.80496547353
"lextale","2018_Sep_18_1406",811,0,"denial","y","y",1,2.54924797221
"lextale","2018_Sep_18_1406",811,0,"generic","y","y",1,1.91214706532
"lextale","2018_Sep_18_1406",811,1,"mensible","n","n",1,11.8238302745
"lextale","2018_Sep_18_1406",811,2,"scornful","y","n",0,3.87437202608
"lextale","2018_Sep_18_1406",811,3,"stoutly","y","n",0,2.36501331315
"lextale","2018_Sep_18_1406",811,4,"ablaze","y","n",0,3.42153225045
"lextale","2018_Sep_18_1406",811,5,"kermshaw","n","n",1,7.31251854536
"lextale","2018_Sep_18_1406",811,6,"moonlit","y","y",1,3.47189225262
"lextale","2018_Sep_18_1406",811,7,"lofty","y","y",1,2.13022386394
"lextale","2018_Sep_18_1406",811,8,"hurricane","y","y",1,2.01283941213
"lextale","2018_Sep_18_1406",811,9,"flaw","y","y",1,1.89537554372
"lextale","2018_Sep_18_1406",811,10,"alberation","n","n",1,2.34824850837
"lextale","2018_Sep_18_1406",811,11,"unkempt","y","n",0,2.28116676814
"lextale","2018_Sep_18_1406",811,12,"breeding","y","y",1,1.89541821532
"lextale","2018_Sep_18_1406",811,13,"festivity","y","y",1,3.0185870404
"lextale","2018_Sep_18_1406",811,14,"screech","y","y",1,2.31471494775
"lextale","2018_Sep_18_1406",811,15,"savoury","y","n",0,2.43207806375
"lextale","2018_Sep_18_1406",811,16,"plaudate","n","n",1,2.14700565833
"lextale","2018_Sep_18_1406",811,17,"shin","y","y",1,3.33771928958
"lextale","2018_Sep_18_1406",811,18,"fluid","y","y",1,1.576818571
"lextale","2018_Sep_18_1406",811,19,"spaunch","n","y",0,2.01274379612
"lextale","2018_Sep_18_1406",811,20,"allied","y","y",1,1.67742913056
"lextale","2018_Sep_18_1406",811,21,"slain","y","y",1,1.66064219977
"lextale","2018_Sep_18_1406",811,22,"recipient","y","y",1,1.84526959565
"lextale","2018_Sep_18_1406",811,23,"exprate","n","n",1,1.87861745577
"lextale","2018_Sep_18_1406",811,24,"eloquence","y","y",1,6.00538136365
"lextale","2018_Sep_18_1406",811,25,"cleanliness","y","n",0,2.83468269117
"lextale","2018_Sep_18_1406",811,26,"dispatch","y","y",1,1.54323799258
"lextale","2018_Sep_18_1406",811,27,"rebondicate","n","n",1,4.46134960017
"lextale","2018_Sep_18_1406",811,28,"ingenious","y","y",1,2.33147619655
"lextale","2018_Sep_18_1406",811,29,"bewitch","y","y",1,9.89514914714
"lextale","2018_Sep_18_1406",811,30,"skave","n","n",1,1.57678459176
"lextale","2018_Sep_18_1406",811,31,"plaintively","y","y",1,5.4507630908
"lextale","2018_Sep_18_1406",811,32,"kilp","n","n",1,1.45940211548
"lextale","2018_Sep_18_1406",811,33,"interfate","n","n",1,1.9121778837
"lextale","2018_Sep_18_1406",811,34,"hasty","y","y",1,1.87867277081
"lextale","2018_Sep_18_1406",811,35,"lengthy","y","n",0,4.31048571746
"lextale","2018_Sep_18_1406",811,36,"fray","y","y",1,2.13023887802
"lextale","2018_Sep_18_1406",811,37,"crumper","n","y",0,1.97934457203
"lextale","2018_Sep_18_1406",811,38,"upkeep","y","n",0,3.45512863316
"lextale","2018_Sep_18_1406",811,39,"majestic","y","y",1,1.44256184518
"lextale","2018_Sep_18_1406",811,40,"magrity","n","n",1,1.49294081251
"lextale","2018_Sep_18_1406",811,41,"nourishment","y","y",1,1.99611253767
"lextale","2018_Sep_18_1406",811,42,"abergy","n","n",1,1.54329054188
"lextale","2018_Sep_18_1406",811,43,"proom","n","y",0,3.95825373564
"lextale","2018_Sep_18_1406",811,44,"turmoil","y","n",0,1.32513235112
"lextale","2018_Sep_18_1406",811,45,"carbohydrate","y","y",1,6.64168375836
"lextale","2018_Sep_18_1406",811,46,"scholar","y","y",1,1.34191098466
"lextale","2018_Sep_18_1406",811,47,"turtle","y","y",1,1.86189453238
"lextale","2018_Sep_18_1406",811,48,"fellick","n","n",1,1.3587322898
"lextale","2018_Sep_18_1406",811,49,"destription","n","n",1,1.6606967246
"lextale","2018_Sep_18_1406",811,50,"cylinder","y","y",1,1.27487468179
"lextale","2018_Sep_18_1406",811,51,"censorship","y","y",1,1.89540320124
"lextale","2018_Sep_18_1406",811,52,"celestial","y","y",1,1.878724925
"lextale","2018_Sep_18_1406",811,53,"rascal","y","y",1,1.4929617532
"lextale","2018_Sep_18_1406",811,54,"purrage","n","y",0,1.39231168289
"lextale","2018_Sep_18_1406",811,55,"pulsh","n","n",1,1.45938868183
"lextale","2018_Sep_18_1406",811,56,"muddy","y","y",1,3.92469883921
"lextale","2018_Sep_18_1406",811,57,"quirty","n","n",1,1.96250706749
"lextale","2018_Sep_18_1406",811,58,"pudour","n","n",1,1.81133855692
"lextale","2018_Sep_18_1406",811,59,"listless","y","n",0,1.92896758025
"lextale","2018_Sep_18_1406",811,60,"wrought","y","n",0,1.37555596559
