expName;date;participant;trial;resp_time;verb;translation_simple;translation_details;comment
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;0;5.63551895209;WADE;vada;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;1;1.56018077307;BRAID;fläta;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;2;2.88507523782;TUG;krama;"""typ krama kanske""";
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;3;3.08611533884;LEAP;hoppa;"""typ hoppa""";
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;4;1.17425050614;SCRUB;skrubba;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;5;1.76142317303;CLICK;klicka;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;6;1.54310903439;BASH;slå;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;7;2.04650504878;SKATE;skejta;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;8;3.74027147569;TOTTER;promenera;jag vet inte känns som att typ promenera;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;9;1.84528714596;GROVEL;jag vet inte;"""inte en aning""";
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;10;1.34212701528;FLEE;fly;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;11;1.30855684995;PLOD;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;12;2.7843196987;WANDER;vandra;typ;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;13;1.71093852483;STROLL;promenera;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;14;1.5937378996;SNEAK;smyga;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;15;1.8618270597;MOUNT;bestiga;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;16;1.62723378329;CHOP;hacka;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;17;2.28112637836;RAMBLE;driva runt;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;18;1.7446430293;STRADDLE;grensla;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;19;1.59376002605;STRIDE;skrida;;
verb_norming_L2-eng_oral_translation;2018_Sep_10_1303;802;20;2.51609619947;GRASP;fatta;;
