"expName","date","participant","trial","verb","rated_category","rating"
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,0,"SCRATCH","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,0,"SCRATCH","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,1,"TRAMPLE","Leg",5
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,1,"TRAMPLE","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,2,"HOBBLE","Leg",5
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,2,"HOBBLE","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,3,"SNEAK","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,3,"SNEAK","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,4,"WADE","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,4,"WADE","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,5,"THROW","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,5,"THROW","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,6,"TRUDGE","Leg",4
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,6,"TRUDGE","Arm",4
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,7,"CLEAN","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,7,"CLEAN","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,8,"CROUCH","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,8,"CROUCH","Arm",4
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,9,"GESTURE","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,9,"GESTURE","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,10,"KNEEL","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,10,"KNEEL","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,11,"WIPE","Leg",4
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,11,"WIPE","Arm",4
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,12,"JUMP","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,12,"JUMP","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,13,"INCH","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,13,"INCH","Arm",4
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,14,"DUNK","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,14,"DUNK","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_10_1422",803,15,"LIMP","Leg",7
