"expName","date","participant","trial","resp_time","verb","translation_simple","translation_details","comment"
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,0,10.5490008597,"STOMP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,1,2.74959817873,"HOP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,2,2.75087041521,"CARVE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,3,3.92476499185,"PRANCE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,4,2.61661153642,"HUG","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,5,3.42176930955,"SCOOP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,6,2.76736207692,"SNEAK","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,7,2.71725018333,"STRUT","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,8,3.65658978987,"SHAKE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,9,2.70176327235,"ROW","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,10,4.36082602127,"KNEEL","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,11,2.71731972172,"SQUEEZE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,12,3.00231175641,"WADDLE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,13,2.95199954484,"SWAY","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,14,2.55051055403,"SCRAPE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,15,2.46575866385,"BRUSH","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,16,2.197436483,"TWINE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,17,3.94145539112,"SAUNTER","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,18,2.14711044277,"PEEL","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,19,3.25389889118,"TRUDGE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,20,2.66707941916,"GLIDE","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,21,2.09676227669,"NIP","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,22,2.4155278438,"TUG","","",""
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,23,3.50545481269,"STUMBLE","","",""
