type,word1,word2,word3,word4,BlockType,ShortInstr,LongInstr,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,lukta,grubbla,viska,rodna,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,space,5.31743809953,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,titta,smaka,gråta,vakna,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,space,8.35253879987,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,stanna,sova,skratta,falla,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,space,4.5365009997,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,ropa,anta,le,prata,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,space,4.1307135988,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,skratta,titta,stanna,rodna,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,space,3.7304413002,b,5.39840659872,return,10.6980903,space,20.1965341009,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,gråta,le,viska,smaka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,3,,,,,space,3.87953649834,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,anta,sova,grubbla,falla,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,space,3.46041010134,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
training,ropa,prata,lukta,vakna,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,0,,,,,space,4.16129050031,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,grabba,knacka,hissa,rota,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,space,5.24170249887,b,1.94928329997,,,,,space,1.86762589961,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,nypa,borsta,karva,svabba,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,1,space,4.08971479908,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,putta,daska,rycka,ösa,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,2,2,2,space,4.56836200133,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
leg,trampa,löpa,rusa,gå,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,3,3,3,space,5.40693829954,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
leg,vandra,flanera,stappla,vanka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,4,4,4,space,3.7562298011,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,pilla,bulta,plocka,klappa,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,5,5,5,space,4.03746500053,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
leg,svaja,ila,stå,vada,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,6,6,6,space,3.88322109915,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
leg,skynda,linka,svassa,kila,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,7,7,7,space,4.18174619973,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,rista,kasta,slipa,klicka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,8,8,8,space,7.76212389953,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
leg,springa,tåga,snubbla,glida,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,9,9,9,space,3.27994269878,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,slå,sno,repa,fånga,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,10,10,10,space,3.25025140122,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,torka,fläta,snärta,klösa,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,11,11,11,space,3.88944089971,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
arm,greppa,knycka,skura,linda,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,12,12,12,space,4.49922790006,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
leg,marschera,ränna,stövla,stega,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,13,13,13,space,4.40945819952,,,,,,,,,2020_Oct_21_1325,59.965339965,sp13_replication_swe,1,989,
