"item","type","word1","word2","word3","word4"
6,"arm","carve","bash","stir","wash"
10,"leg","mount","hop","stride","limp"
9,"arm","scrape","toss","throw","whip"
11,"leg","dance","strut","pace","skip"
16,"leg","creep","glide","stomp","stumble"
1,"arm","braid","peel","pull","pat"
13,"leg","tread","tiptoe","wade","hike"
8,"arm","click","grab","wipe","clap"
12,"leg","jump","step","walk","stroll"
3,"arm","brush","fold","bind","lift"
4,"arm","grip","grasp","seize","catch"
5,"arm","hack","stab","scratch","clean"
14,"leg","wander","stamp","climb","kneel"
15,"leg","trot","sprint","slide","crawl"
18,"leg","skate","leap","stray","slip"
7,"arm","dig","knock","nip","scrub"
2,"arm","chop","rub","dunk","switch"
17,"leg","kick","jog","run","flee"
