"item","type","word1","word2","word3","word4"
4,"arm","grip","grasp","catch","seize"
9,"arm","scrape","whip","toss","throw"
5,"arm","hack","stab","scratch","clean"
14,"leg","wander","stamp","climb","kneel"
12,"leg","stroll","jump","step","walk"
8,"arm","clap","grab","wipe","click"
13,"leg","wade","tiptoe","tread","hike"
10,"leg","limp","mount","stride","hop"
2,"arm","rub","chop","switch","dunk"
15,"leg","sprint","crawl","trot","slide"
1,"arm","peel","pat","pull","braid"
11,"leg","strut","dance","pace","skip"
18,"leg","skate","leap","stray","slip"
17,"leg","flee","jog","run","kick"
6,"arm","bash","stir","wash","carve"
3,"arm","bind","lift","brush","fold"
7,"arm","dig","scrub","nip","knock"
16,"leg","glide","stumble","stomp","creep"
