"item","type","word1","word2","word3","word4"
4,"arm","catch","grip","seize","grasp"
14,"leg","stamp","kneel","climb","wander"
5,"arm","hack","stab","clean","scratch"
13,"leg","hike","wade","tiptoe","tread"
6,"arm","bash","wash","carve","stir"
15,"leg","sprint","slide","trot","crawl"
7,"arm","scrub","dig","nip","knock"
8,"arm","clap","wipe","grab","click"
18,"leg","stray","slip","leap","skate"
3,"arm","lift","fold","brush","bind"
9,"arm","scrape","throw","whip","toss"
16,"leg","glide","stumble","stomp","creep"
1,"arm","peel","pat","pull","braid"
10,"leg","stride","limp","hop","mount"
2,"arm","switch","dunk","chop","rub"
12,"leg","walk","jump","stroll","step"
17,"leg","kick","flee","run","jog"
11,"leg","pace","skip","dance","strut"
