"item","type","word1","word2","word3","word4"
5,"arm","stab","scratch","hack","clean"
18,"leg","leap","stray","slip","skate"
9,"arm","scrape","throw","whip","toss"
12,"leg","stroll","step","jump","walk"
15,"leg","crawl","trot","slide","sprint"
6,"arm","wash","stir","carve","bash"
8,"arm","wipe","grab","click","clap"
13,"leg","tread","tiptoe","wade","hike"
3,"arm","fold","bind","lift","brush"
16,"leg","stomp","stumble","glide","creep"
1,"arm","peel","pull","pat","braid"
17,"leg","flee","jog","run","kick"
10,"leg","limp","stride","mount","hop"
4,"arm","grasp","grip","seize","catch"
2,"arm","dunk","switch","rub","chop"
7,"arm","nip","scrub","knock","dig"
14,"leg","wander","kneel","climb","stamp"
11,"leg","pace","dance","skip","strut"
