"item","type","word1","word2","word3","word4"
5,"arm","hack","stab","clean","scratch"
1,"arm","pull","peel","pat","braid"
18,"leg","skate","stray","leap","slip"
8,"arm","wipe","click","grab","clap"
16,"leg","stumble","stomp","glide","creep"
2,"arm","switch","rub","dunk","chop"
9,"arm","toss","scrape","whip","throw"
4,"arm","grip","grasp","catch","seize"
14,"leg","wander","kneel","stamp","climb"
12,"leg","step","stroll","walk","jump"
6,"arm","stir","bash","carve","wash"
3,"arm","brush","bind","fold","lift"
13,"leg","hike","wade","tread","tiptoe"
15,"leg","crawl","slide","trot","sprint"
17,"leg","run","flee","jog","kick"
7,"arm","dig","nip","scrub","knock"
10,"leg","stride","hop","limp","mount"
11,"leg","skip","strut","pace","dance"
