"item","type","word1","word2","word3","word4"
7,"arm","scrub","nip","dig","knock"
9,"arm","scrape","throw","whip","toss"
10,"leg","limp","hop","stride","mount"
6,"arm","bash","wash","carve","stir"
5,"arm","scratch","clean","stab","hack"
18,"leg","skate","leap","stray","slip"
15,"leg","crawl","sprint","slide","trot"
11,"leg","skip","dance","pace","strut"
4,"arm","grasp","seize","grip","catch"
3,"arm","fold","brush","lift","bind"
14,"leg","stamp","climb","wander","kneel"
8,"arm","wipe","clap","grab","click"
12,"leg","step","stroll","walk","jump"
1,"arm","peel","pat","pull","braid"
17,"leg","kick","jog","run","flee"
2,"arm","switch","rub","chop","dunk"
16,"leg","stumble","glide","creep","stomp"
13,"leg","tread","tiptoe","hike","wade"
