"item","type","word1","word2","word3","word4"
10,"leg","stride","limp","mount","hop"
9,"arm","whip","toss","throw","scrape"
13,"leg","wade","tiptoe","tread","hike"
6,"arm","carve","bash","wash","stir"
11,"leg","skip","strut","pace","dance"
16,"leg","stomp","glide","stumble","creep"
1,"arm","pat","braid","peel","pull"
4,"arm","grip","grasp","catch","seize"
12,"leg","jump","step","walk","stroll"
14,"leg","wander","kneel","climb","stamp"
8,"arm","wipe","grab","clap","click"
2,"arm","chop","rub","dunk","switch"
18,"leg","stray","slip","skate","leap"
17,"leg","flee","jog","kick","run"
7,"arm","dig","nip","scrub","knock"
3,"arm","fold","lift","bind","brush"
15,"leg","slide","crawl","trot","sprint"
5,"arm","clean","hack","stab","scratch"
