"item","type","word1","word2","word3","word4"
5,"arm","clean","scratch","stab","hack"
4,"arm","catch","grip","seize","grasp"
13,"leg","hike","wade","tread","tiptoe"
14,"leg","kneel","wander","stamp","climb"
6,"arm","bash","wash","carve","stir"
3,"arm","lift","fold","brush","bind"
10,"leg","stride","hop","limp","mount"
9,"arm","scrape","throw","toss","whip"
11,"leg","pace","strut","skip","dance"
8,"arm","click","wipe","grab","clap"
15,"leg","sprint","slide","crawl","trot"
7,"arm","dig","nip","knock","scrub"
16,"leg","stomp","glide","creep","stumble"
12,"leg","step","stroll","walk","jump"
18,"leg","leap","skate","stray","slip"
1,"arm","pull","braid","pat","peel"
2,"arm","switch","rub","chop","dunk"
17,"leg","flee","jog","kick","run"
