"item","type","word1","word2","word3","word4"
2,"arm","switch","chop","rub","dunk"
6,"arm","wash","stir","bash","carve"
15,"leg","crawl","slide","trot","sprint"
12,"leg","step","walk","jump","stroll"
4,"arm","grip","catch","seize","grasp"
17,"leg","flee","kick","jog","run"
11,"leg","skip","dance","strut","pace"
16,"leg","stumble","stomp","creep","glide"
5,"arm","stab","scratch","hack","clean"
1,"arm","pull","pat","braid","peel"
13,"leg","tread","tiptoe","wade","hike"
10,"leg","hop","limp","mount","stride"
3,"arm","lift","bind","brush","fold"
9,"arm","toss","whip","throw","scrape"
14,"leg","kneel","wander","stamp","climb"
18,"leg","slip","leap","stray","skate"
8,"arm","wipe","grab","clap","click"
7,"arm","nip","dig","knock","scrub"
