"item","type","word1","word2","word3","word4"
7,"arm","scrub","dig","knock","nip"
15,"leg","trot","crawl","slide","sprint"
13,"leg","hike","tiptoe","wade","tread"
6,"arm","carve","bash","wash","stir"
16,"leg","glide","creep","stomp","stumble"
3,"arm","brush","fold","bind","lift"
14,"leg","wander","climb","stamp","kneel"
4,"arm","grip","catch","grasp","seize"
10,"leg","mount","limp","hop","stride"
9,"arm","throw","scrape","toss","whip"
17,"leg","kick","run","jog","flee"
11,"leg","pace","skip","strut","dance"
12,"leg","walk","stroll","jump","step"
8,"arm","grab","wipe","click","clap"
2,"arm","switch","dunk","chop","rub"
5,"arm","scratch","stab","clean","hack"
18,"leg","skate","leap","stray","slip"
1,"arm","pull","braid","peel","pat"
