"item","type","word1","word2","word3","word4"
6,"arm","carve","stir","bash","wash"
1,"arm","peel","braid","pull","pat"
15,"leg","trot","sprint","slide","crawl"
4,"arm","seize","grip","catch","grasp"
18,"leg","leap","slip","skate","stray"
14,"leg","stamp","climb","kneel","wander"
9,"arm","toss","scrape","whip","throw"
3,"arm","lift","fold","brush","bind"
10,"leg","limp","mount","hop","stride"
17,"leg","kick","run","jog","flee"
7,"arm","nip","scrub","knock","dig"
5,"arm","stab","clean","hack","scratch"
13,"leg","tread","tiptoe","hike","wade"
12,"leg","walk","jump","stroll","step"
2,"arm","switch","dunk","rub","chop"
16,"leg","stomp","glide","stumble","creep"
8,"arm","grab","clap","click","wipe"
11,"leg","strut","skip","pace","dance"
