"item","type","word1","word2","word3","word4"
17,"leg","kick","jog","run","flee"
5,"arm","scratch","stab","hack","clean"
13,"leg","tread","wade","tiptoe","hike"
3,"arm","lift","fold","brush","bind"
16,"leg","glide","stumble","stomp","creep"
8,"arm","wipe","clap","click","grab"
12,"leg","walk","step","jump","stroll"
4,"arm","grip","seize","grasp","catch"
18,"leg","slip","leap","stray","skate"
6,"arm","stir","wash","carve","bash"
10,"leg","hop","mount","limp","stride"
9,"arm","throw","whip","scrape","toss"
2,"arm","dunk","chop","switch","rub"
15,"leg","crawl","sprint","trot","slide"
7,"arm","nip","scrub","knock","dig"
11,"leg","dance","skip","pace","strut"
1,"arm","peel","braid","pat","pull"
14,"leg","climb","stamp","wander","kneel"
