"item","type","word1","word2","word3","word4"
12,"leg","jump","walk","step","stroll"
17,"leg","run","flee","kick","jog"
16,"leg","stumble","stomp","creep","glide"
6,"arm","stir","bash","wash","carve"
18,"leg","slip","skate","leap","stray"
9,"arm","throw","whip","scrape","toss"
5,"arm","stab","scratch","hack","clean"
11,"leg","skip","dance","strut","pace"
8,"arm","click","grab","wipe","clap"
14,"leg","kneel","wander","stamp","climb"
3,"arm","lift","bind","brush","fold"
4,"arm","grip","catch","seize","grasp"
2,"arm","dunk","chop","switch","rub"
13,"leg","tiptoe","hike","tread","wade"
15,"leg","trot","crawl","slide","sprint"
7,"arm","scrub","dig","nip","knock"
1,"arm","peel","pull","pat","braid"
10,"leg","mount","stride","hop","limp"
