"item","type","word1","word2","word3","word4"
5,"arm","stab","scratch","hack","clean"
16,"leg","stomp","glide","stumble","creep"
12,"leg","walk","jump","step","stroll"
1,"arm","pat","peel","pull","braid"
4,"arm","grip","seize","grasp","catch"
9,"arm","scrape","throw","toss","whip"
11,"leg","pace","skip","strut","dance"
3,"arm","bind","lift","fold","brush"
17,"leg","flee","jog","kick","run"
8,"arm","wipe","click","clap","grab"
18,"leg","slip","stray","skate","leap"
2,"arm","dunk","switch","chop","rub"
15,"leg","slide","crawl","trot","sprint"
6,"arm","stir","bash","carve","wash"
7,"arm","dig","nip","scrub","knock"
10,"leg","hop","mount","stride","limp"
13,"leg","hike","tiptoe","wade","tread"
14,"leg","stamp","climb","kneel","wander"
