"item","type","word1","word2","word3","word4"
2,"arm","rub","switch","dunk","chop"
7,"arm","knock","nip","scrub","dig"
13,"leg","tread","hike","wade","tiptoe"
9,"arm","scrape","throw","whip","toss"
6,"arm","bash","carve","wash","stir"
17,"leg","run","flee","jog","kick"
1,"arm","peel","pull","braid","pat"
18,"leg","skate","leap","stray","slip"
16,"leg","glide","creep","stomp","stumble"
5,"arm","scratch","clean","stab","hack"
11,"leg","skip","strut","dance","pace"
10,"leg","mount","limp","stride","hop"
3,"arm","bind","lift","brush","fold"
8,"arm","click","grab","wipe","clap"
12,"leg","jump","step","walk","stroll"
14,"leg","stamp","climb","kneel","wander"
4,"arm","grip","seize","catch","grasp"
15,"leg","crawl","sprint","slide","trot"
