"item","type","word1","word2","word3","word4"
2,"arm","chop","dunk","rub","switch"
17,"leg","kick","run","flee","jog"
13,"leg","tread","wade","hike","tiptoe"
15,"leg","slide","sprint","crawl","trot"
7,"arm","scrub","dig","nip","knock"
12,"leg","jump","step","stroll","walk"
4,"arm","seize","grasp","grip","catch"
11,"leg","dance","pace","skip","strut"
8,"arm","grab","wipe","click","clap"
18,"leg","skate","leap","slip","stray"
10,"leg","stride","limp","mount","hop"
1,"arm","peel","braid","pat","pull"
3,"arm","brush","fold","bind","lift"
14,"leg","climb","stamp","wander","kneel"
5,"arm","clean","hack","stab","scratch"
6,"arm","stir","carve","bash","wash"
9,"arm","throw","whip","scrape","toss"
16,"leg","stumble","stomp","creep","glide"
