"item","type","word1","word2","word3","word4"
13,"leg","hike","wade","tread","tiptoe"
18,"leg","slip","skate","leap","stray"
15,"leg","sprint","crawl","slide","trot"
5,"arm","clean","stab","hack","scratch"
17,"leg","run","jog","kick","flee"
11,"leg","skip","dance","pace","strut"
16,"leg","glide","creep","stumble","stomp"
6,"arm","stir","wash","carve","bash"
1,"arm","peel","braid","pat","pull"
14,"leg","stamp","kneel","wander","climb"
4,"arm","seize","catch","grip","grasp"
3,"arm","fold","lift","bind","brush"
12,"leg","jump","walk","stroll","step"
7,"arm","dig","knock","scrub","nip"
8,"arm","grab","clap","wipe","click"
10,"leg","mount","hop","stride","limp"
2,"arm","switch","rub","chop","dunk"
9,"arm","scrape","toss","throw","whip"
