"item","type","word1","word2","word3","word4"
11,"leg","skip","strut","dance","pace"
7,"arm","scrub","dig","nip","knock"
5,"arm","scratch","stab","clean","hack"
2,"arm","chop","rub","dunk","switch"
17,"leg","kick","flee","jog","run"
16,"leg","creep","glide","stomp","stumble"
8,"arm","grab","click","clap","wipe"
15,"leg","sprint","crawl","slide","trot"
6,"arm","wash","stir","bash","carve"
9,"arm","toss","scrape","whip","throw"
12,"leg","step","walk","jump","stroll"
18,"leg","stray","slip","leap","skate"
3,"arm","lift","brush","fold","bind"
13,"leg","tiptoe","hike","tread","wade"
4,"arm","seize","catch","grip","grasp"
14,"leg","wander","kneel","climb","stamp"
10,"leg","limp","stride","mount","hop"
1,"arm","peel","braid","pull","pat"
