"item","type","word1","word2","word3","word4"
9,"arm","whip","scrape","throw","toss"
6,"arm","wash","stir","carve","bash"
18,"leg","skate","slip","leap","stray"
7,"arm","knock","dig","scrub","nip"
10,"leg","mount","stride","limp","hop"
16,"leg","glide","creep","stumble","stomp"
8,"arm","grab","click","wipe","clap"
1,"arm","peel","pull","braid","pat"
17,"leg","jog","kick","flee","run"
15,"leg","crawl","trot","slide","sprint"
5,"arm","hack","scratch","clean","stab"
13,"leg","tread","hike","wade","tiptoe"
14,"leg","climb","kneel","wander","stamp"
4,"arm","grip","seize","grasp","catch"
11,"leg","skip","strut","dance","pace"
2,"arm","chop","switch","dunk","rub"
3,"arm","fold","brush","bind","lift"
12,"leg","jump","stroll","step","walk"
