"item","type","word1","word2","word3","word4"
14,"leg","stamp","wander","kneel","climb"
12,"leg","walk","step","stroll","jump"
10,"leg","stride","limp","mount","hop"
4,"arm","seize","catch","grasp","grip"
9,"arm","whip","throw","scrape","toss"
15,"leg","slide","sprint","crawl","trot"
3,"arm","bind","fold","brush","lift"
6,"arm","carve","bash","stir","wash"
16,"leg","glide","creep","stumble","stomp"
1,"arm","pat","pull","braid","peel"
11,"leg","strut","dance","pace","skip"
7,"arm","nip","dig","knock","scrub"
18,"leg","leap","skate","slip","stray"
8,"arm","click","grab","clap","wipe"
2,"arm","dunk","rub","chop","switch"
17,"leg","run","flee","kick","jog"
5,"arm","hack","scratch","clean","stab"
13,"leg","tiptoe","tread","hike","wade"
