"item","type","word1","word2","word3","word4"
1,"arm","pull","peel","pat","braid"
17,"leg","flee","kick","run","jog"
10,"leg","hop","limp","stride","mount"
7,"arm","dig","nip","scrub","knock"
9,"arm","scrape","whip","toss","throw"
16,"leg","glide","creep","stomp","stumble"
6,"arm","bash","carve","stir","wash"
14,"leg","stamp","kneel","climb","wander"
4,"arm","grip","seize","grasp","catch"
5,"arm","hack","stab","clean","scratch"
8,"arm","grab","click","clap","wipe"
11,"leg","strut","pace","skip","dance"
18,"leg","slip","stray","skate","leap"
2,"arm","rub","chop","dunk","switch"
3,"arm","lift","brush","bind","fold"
15,"leg","trot","crawl","sprint","slide"
13,"leg","wade","tiptoe","tread","hike"
12,"leg","stroll","walk","step","jump"
