"item","type","word1","word2","word3","word4"
6,"arm","stir","carve","bash","wash"
15,"leg","crawl","slide","sprint","trot"
5,"arm","stab","clean","hack","scratch"
13,"leg","tread","hike","tiptoe","wade"
3,"arm","brush","fold","bind","lift"
17,"leg","kick","flee","jog","run"
1,"arm","peel","braid","pull","pat"
12,"leg","stroll","jump","step","walk"
9,"arm","scrape","toss","whip","throw"
11,"leg","pace","skip","dance","strut"
2,"arm","dunk","chop","switch","rub"
8,"arm","wipe","clap","click","grab"
10,"leg","hop","mount","limp","stride"
14,"leg","wander","climb","stamp","kneel"
7,"arm","scrub","dig","knock","nip"
16,"leg","glide","creep","stomp","stumble"
4,"arm","grasp","catch","grip","seize"
18,"leg","skate","leap","stray","slip"
