"item","type","word1","word2","word3","word4"
15,"leg","sprint","trot","crawl","slide"
5,"arm","scratch","hack","clean","stab"
11,"leg","pace","skip","strut","dance"
9,"arm","toss","scrape","whip","throw"
8,"arm","clap","click","wipe","grab"
10,"leg","limp","stride","hop","mount"
13,"leg","hike","tiptoe","wade","tread"
2,"arm","dunk","chop","switch","rub"
1,"arm","pull","braid","pat","peel"
4,"arm","grasp","seize","catch","grip"
14,"leg","climb","kneel","stamp","wander"
17,"leg","kick","run","flee","jog"
3,"arm","bind","fold","lift","brush"
7,"arm","scrub","knock","nip","dig"
18,"leg","stray","slip","skate","leap"
6,"arm","carve","bash","stir","wash"
12,"leg","stroll","step","jump","walk"
16,"leg","glide","stumble","creep","stomp"
