"item","type","word1","word2","word3","word4"
9,"arm","whip","toss","throw","scrape"
12,"leg","stroll","jump","step","walk"
1,"arm","pull","peel","pat","braid"
14,"leg","kneel","wander","climb","stamp"
10,"leg","limp","hop","stride","mount"
3,"arm","brush","fold","lift","bind"
17,"leg","flee","kick","run","jog"
7,"arm","dig","knock","nip","scrub"
18,"leg","leap","stray","slip","skate"
4,"arm","catch","seize","grasp","grip"
5,"arm","hack","scratch","clean","stab"
6,"arm","wash","stir","bash","carve"
13,"leg","tiptoe","wade","hike","tread"
16,"leg","creep","stomp","stumble","glide"
2,"arm","dunk","chop","switch","rub"
11,"leg","dance","pace","skip","strut"
8,"arm","wipe","grab","click","clap"
15,"leg","slide","sprint","trot","crawl"
