"item","type","word1","word2","word3","word4"
8,"arm","clap","wipe","grab","click"
13,"leg","hike","tread","wade","tiptoe"
6,"arm","stir","wash","carve","bash"
18,"leg","stray","skate","slip","leap"
7,"arm","nip","dig","scrub","knock"
12,"leg","walk","step","jump","stroll"
11,"leg","dance","pace","strut","skip"
5,"arm","clean","scratch","stab","hack"
9,"arm","scrape","whip","toss","throw"
14,"leg","climb","kneel","wander","stamp"
1,"arm","pull","braid","peel","pat"
3,"arm","bind","fold","lift","brush"
4,"arm","seize","grasp","grip","catch"
15,"leg","crawl","slide","trot","sprint"
16,"leg","stomp","stumble","glide","creep"
2,"arm","switch","dunk","rub","chop"
17,"leg","jog","run","kick","flee"
10,"leg","stride","limp","mount","hop"
