"item","type","word1","word2","word3","word4"
17,"leg","kick","jog","run","flee"
6,"arm","wash","carve","bash","stir"
2,"arm","rub","dunk","switch","chop"
8,"arm","clap","click","grab","wipe"
12,"leg","walk","stroll","step","jump"
11,"leg","strut","dance","pace","skip"
4,"arm","grip","seize","grasp","catch"
18,"leg","leap","stray","slip","skate"
16,"leg","creep","stomp","stumble","glide"
9,"arm","throw","scrape","toss","whip"
1,"arm","braid","peel","pull","pat"
13,"leg","tread","tiptoe","hike","wade"
7,"arm","scrub","knock","dig","nip"
14,"leg","stamp","kneel","wander","climb"
3,"arm","lift","fold","bind","brush"
15,"leg","sprint","crawl","slide","trot"
5,"arm","stab","scratch","hack","clean"
10,"leg","hop","limp","mount","stride"
