"item","type","word1","word2","word3","word4"
16,"leg","stomp","glide","stumble","creep"
14,"leg","climb","stamp","wander","kneel"
3,"arm","brush","fold","lift","bind"
13,"leg","wade","hike","tiptoe","tread"
12,"leg","walk","step","jump","stroll"
2,"arm","rub","dunk","switch","chop"
1,"arm","braid","peel","pull","pat"
18,"leg","slip","skate","stray","leap"
5,"arm","clean","hack","scratch","stab"
6,"arm","carve","bash","stir","wash"
10,"leg","mount","limp","stride","hop"
4,"arm","grip","catch","seize","grasp"
11,"leg","skip","pace","dance","strut"
9,"arm","toss","scrape","throw","whip"
15,"leg","sprint","trot","crawl","slide"
7,"arm","knock","scrub","nip","dig"
17,"leg","kick","flee","run","jog"
8,"arm","grab","wipe","click","clap"
