"item","type","word1","word2","word3","word4"
17,"leg","kick","jog","flee","run"
15,"leg","trot","crawl","sprint","slide"
5,"arm","scratch","stab","clean","hack"
11,"leg","pace","dance","skip","strut"
10,"leg","stride","mount","hop","limp"
4,"arm","catch","grip","grasp","seize"
16,"leg","stumble","creep","stomp","glide"
9,"arm","scrape","toss","throw","whip"
3,"arm","brush","bind","lift","fold"
8,"arm","wipe","click","grab","clap"
14,"leg","kneel","climb","stamp","wander"
18,"leg","slip","leap","skate","stray"
12,"leg","step","jump","walk","stroll"
1,"arm","braid","pull","peel","pat"
7,"arm","knock","dig","nip","scrub"
13,"leg","hike","wade","tread","tiptoe"
2,"arm","switch","dunk","chop","rub"
6,"arm","bash","stir","carve","wash"
