"item","type","word1","word2","word3","word4"
15,"leg","sprint","trot","slide","crawl"
8,"arm","grab","clap","wipe","click"
7,"arm","dig","knock","nip","scrub"
6,"arm","stir","wash","carve","bash"
14,"leg","climb","wander","stamp","kneel"
17,"leg","jog","flee","run","kick"
13,"leg","tiptoe","tread","wade","hike"
9,"arm","whip","scrape","toss","throw"
2,"arm","dunk","chop","switch","rub"
10,"leg","stride","mount","limp","hop"
12,"leg","jump","stroll","step","walk"
18,"leg","leap","slip","skate","stray"
4,"arm","seize","catch","grasp","grip"
11,"leg","skip","dance","strut","pace"
5,"arm","stab","hack","clean","scratch"
3,"arm","bind","fold","brush","lift"
1,"arm","braid","peel","pull","pat"
16,"leg","creep","glide","stumble","stomp"
