"item","type","word1","word2","word3","word4"
6,"arm","stir","wash","bash","carve"
9,"arm","scrape","throw","toss","whip"
10,"leg","stride","hop","mount","limp"
16,"leg","creep","glide","stomp","stumble"
17,"leg","flee","run","kick","jog"
3,"arm","brush","bind","fold","lift"
11,"leg","dance","pace","strut","skip"
2,"arm","dunk","chop","rub","switch"
18,"leg","stray","skate","slip","leap"
13,"leg","tiptoe","hike","wade","tread"
8,"arm","grab","clap","click","wipe"
5,"arm","hack","scratch","clean","stab"
15,"leg","slide","trot","crawl","sprint"
7,"arm","scrub","dig","nip","knock"
12,"leg","step","jump","stroll","walk"
14,"leg","wander","climb","stamp","kneel"
4,"arm","grasp","grip","seize","catch"
1,"arm","peel","pat","pull","braid"
