"item","type","word1","word2","word3","word4"
13,"leg","tread","wade","hike","tiptoe"
16,"leg","stumble","creep","stomp","glide"
12,"leg","walk","step","stroll","jump"
3,"arm","lift","brush","fold","bind"
11,"leg","skip","strut","pace","dance"
1,"arm","peel","braid","pull","pat"
10,"leg","hop","stride","limp","mount"
7,"arm","knock","dig","scrub","nip"
6,"arm","bash","carve","wash","stir"
18,"leg","slip","skate","stray","leap"
14,"leg","stamp","climb","kneel","wander"
4,"arm","grip","grasp","seize","catch"
17,"leg","run","kick","flee","jog"
9,"arm","throw","whip","toss","scrape"
5,"arm","scratch","hack","clean","stab"
15,"leg","sprint","crawl","trot","slide"
2,"arm","chop","switch","dunk","rub"
8,"arm","grab","clap","wipe","click"
