"item","type","word1","word2","word3","word4"
13,"leg","tread","tiptoe","wade","hike"
1,"arm","pat","braid","peel","pull"
18,"leg","slip","leap","skate","stray"
4,"arm","grasp","grip","catch","seize"
5,"arm","scratch","clean","stab","hack"
3,"arm","fold","brush","lift","bind"
11,"leg","pace","strut","dance","skip"
8,"arm","clap","grab","wipe","click"
12,"leg","jump","stroll","walk","step"
10,"leg","stride","mount","hop","limp"
6,"arm","stir","bash","wash","carve"
17,"leg","jog","run","kick","flee"
9,"arm","scrape","toss","throw","whip"
2,"arm","dunk","rub","chop","switch"
15,"leg","crawl","sprint","slide","trot"
14,"leg","kneel","wander","climb","stamp"
7,"arm","knock","dig","nip","scrub"
16,"leg","creep","stomp","stumble","glide"
