"item","type","word1","word2","word3","word4"
16,"leg","creep","glide","stomp","stumble"
5,"arm","scratch","clean","hack","stab"
8,"arm","click","grab","clap","wipe"
13,"leg","tiptoe","hike","tread","wade"
15,"leg","slide","trot","sprint","crawl"
1,"arm","braid","pull","pat","peel"
9,"arm","whip","throw","scrape","toss"
2,"arm","dunk","rub","switch","chop"
12,"leg","stroll","step","walk","jump"
11,"leg","dance","strut","skip","pace"
3,"arm","fold","lift","brush","bind"
17,"leg","kick","flee","jog","run"
14,"leg","kneel","climb","wander","stamp"
18,"leg","slip","skate","stray","leap"
7,"arm","scrub","dig","knock","nip"
6,"arm","bash","carve","wash","stir"
10,"leg","mount","hop","limp","stride"
4,"arm","grasp","seize","grip","catch"
