"item","type","word1","word2","word3","word4"
7,"arm","knock","scrub","dig","nip"
16,"leg","stomp","stumble","glide","creep"
3,"arm","fold","brush","lift","bind"
17,"leg","run","kick","jog","flee"
11,"leg","strut","skip","pace","dance"
8,"arm","clap","grab","click","wipe"
14,"leg","stamp","wander","kneel","climb"
6,"arm","stir","wash","carve","bash"
12,"leg","walk","stroll","step","jump"
5,"arm","scratch","clean","hack","stab"
15,"leg","slide","crawl","trot","sprint"
1,"arm","braid","pull","pat","peel"
13,"leg","tiptoe","wade","tread","hike"
10,"leg","hop","limp","stride","mount"
9,"arm","toss","whip","throw","scrape"
2,"arm","dunk","switch","chop","rub"
4,"arm","catch","seize","grasp","grip"
18,"leg","leap","skate","stray","slip"
