"item","type","word1","word2","word3","word4"
13,"leg","tiptoe","hike","wade","tread"
9,"arm","throw","scrape","toss","whip"
1,"arm","peel","pat","braid","pull"
16,"leg","glide","stomp","stumble","creep"
10,"leg","stride","hop","mount","limp"
2,"arm","rub","switch","dunk","chop"
8,"arm","wipe","grab","click","clap"
12,"leg","step","walk","jump","stroll"
7,"arm","scrub","dig","nip","knock"
14,"leg","kneel","stamp","wander","climb"
17,"leg","run","jog","flee","kick"
18,"leg","stray","skate","slip","leap"
4,"arm","grip","seize","catch","grasp"
15,"leg","trot","crawl","sprint","slide"
5,"arm","hack","scratch","clean","stab"
11,"leg","dance","strut","pace","skip"
6,"arm","carve","stir","wash","bash"
3,"arm","fold","brush","lift","bind"
