"item","type","word1","word2","word3","word4"
8,"arm","clap","wipe","click","grab"
6,"arm","bash","stir","carve","wash"
17,"leg","run","jog","flee","kick"
7,"arm","nip","knock","dig","scrub"
14,"leg","stamp","climb","kneel","wander"
1,"arm","peel","pull","braid","pat"
2,"arm","dunk","chop","rub","switch"
4,"arm","grasp","grip","catch","seize"
11,"leg","pace","skip","strut","dance"
10,"leg","hop","mount","stride","limp"
5,"arm","hack","stab","clean","scratch"
13,"leg","wade","hike","tread","tiptoe"
12,"leg","walk","jump","step","stroll"
18,"leg","leap","skate","slip","stray"
3,"arm","bind","lift","brush","fold"
15,"leg","slide","sprint","crawl","trot"
9,"arm","whip","throw","scrape","toss"
16,"leg","stumble","glide","creep","stomp"
