"item","type","word1","word2","word3","word4"
8,"arm","wipe","click","grab","clap"
16,"leg","creep","stumble","stomp","glide"
17,"leg","flee","kick","run","jog"
13,"leg","tread","wade","tiptoe","hike"
5,"arm","stab","clean","hack","scratch"
15,"leg","trot","slide","crawl","sprint"
7,"arm","scrub","nip","knock","dig"
1,"arm","braid","pat","pull","peel"
12,"leg","step","walk","stroll","jump"
3,"arm","brush","lift","fold","bind"
11,"leg","strut","pace","dance","skip"
2,"arm","switch","rub","chop","dunk"
6,"arm","stir","carve","bash","wash"
14,"leg","stamp","kneel","wander","climb"
18,"leg","stray","slip","skate","leap"
9,"arm","throw","whip","scrape","toss"
4,"arm","grip","seize","catch","grasp"
10,"leg","stride","hop","limp","mount"
