"item","type","word1","word2","word3","word4"
2,"arm","chop","dunk","rub","switch"
11,"leg","skip","strut","dance","pace"
14,"leg","stamp","climb","wander","kneel"
1,"arm","braid","pat","peel","pull"
7,"arm","nip","knock","dig","scrub"
5,"arm","scratch","stab","hack","clean"
10,"leg","mount","stride","limp","hop"
3,"arm","brush","bind","lift","fold"
12,"leg","jump","step","walk","stroll"
8,"arm","click","wipe","grab","clap"
13,"leg","tread","tiptoe","hike","wade"
16,"leg","stumble","glide","stomp","creep"
4,"arm","grasp","seize","catch","grip"
17,"leg","run","jog","flee","kick"
6,"arm","stir","bash","carve","wash"
9,"arm","toss","whip","scrape","throw"
18,"leg","stray","leap","skate","slip"
15,"leg","crawl","sprint","slide","trot"
