"item","type","word1","word2","word3","word4"
15,"leg","trot","crawl","sprint","slide"
17,"leg","flee","jog","run","kick"
4,"arm","grasp","seize","grip","catch"
6,"arm","carve","wash","stir","bash"
18,"leg","skate","slip","stray","leap"
1,"arm","braid","pat","pull","peel"
14,"leg","climb","wander","kneel","stamp"
2,"arm","switch","dunk","chop","rub"
12,"leg","walk","jump","step","stroll"
9,"arm","toss","whip","scrape","throw"
8,"arm","clap","wipe","click","grab"
10,"leg","stride","hop","mount","limp"
11,"leg","dance","pace","strut","skip"
5,"arm","clean","stab","scratch","hack"
7,"arm","dig","scrub","nip","knock"
16,"leg","stumble","creep","glide","stomp"
3,"arm","bind","brush","lift","fold"
13,"leg","wade","tiptoe","tread","hike"
