"item","type","word1","word2","word3","word4"
1,"arm","pat","pull","braid","peel"
12,"leg","step","jump","walk","stroll"
11,"leg","dance","strut","skip","pace"
3,"arm","bind","brush","fold","lift"
5,"arm","stab","hack","clean","scratch"
6,"arm","stir","wash","bash","carve"
18,"leg","stray","skate","leap","slip"
8,"arm","clap","wipe","click","grab"
17,"leg","run","kick","jog","flee"
4,"arm","seize","grasp","catch","grip"
10,"leg","mount","stride","hop","limp"
2,"arm","rub","switch","chop","dunk"
13,"leg","tiptoe","hike","wade","tread"
16,"leg","glide","stumble","stomp","creep"
7,"arm","nip","dig","knock","scrub"
14,"leg","climb","kneel","stamp","wander"
15,"leg","slide","sprint","trot","crawl"
9,"arm","scrape","whip","throw","toss"
