"item","type","word1","word2","word3","word4"
12,"leg","step","jump","stroll","walk"
9,"arm","whip","scrape","throw","toss"
7,"arm","scrub","nip","dig","knock"
2,"arm","chop","dunk","switch","rub"
13,"leg","wade","hike","tread","tiptoe"
14,"leg","stamp","kneel","climb","wander"
10,"leg","hop","stride","limp","mount"
1,"arm","peel","braid","pat","pull"
16,"leg","glide","creep","stumble","stomp"
6,"arm","wash","bash","carve","stir"
18,"leg","slip","skate","leap","stray"
15,"leg","crawl","trot","slide","sprint"
4,"arm","grip","seize","catch","grasp"
11,"leg","skip","strut","pace","dance"
8,"arm","click","clap","wipe","grab"
3,"arm","brush","fold","lift","bind"
17,"leg","jog","run","flee","kick"
5,"arm","hack","scratch","clean","stab"
