"item","type","word1","word2","word3","word4"
15,"leg","sprint","slide","trot","crawl"
12,"leg","walk","step","stroll","jump"
2,"arm","dunk","rub","chop","switch"
13,"leg","wade","tread","tiptoe","hike"
9,"arm","toss","whip","throw","scrape"
16,"leg","glide","stumble","stomp","creep"
6,"arm","bash","carve","stir","wash"
7,"arm","knock","scrub","nip","dig"
1,"arm","braid","pat","pull","peel"
17,"leg","run","kick","flee","jog"
18,"leg","leap","skate","stray","slip"
10,"leg","stride","mount","limp","hop"
4,"arm","grip","catch","seize","grasp"
14,"leg","kneel","climb","wander","stamp"
5,"arm","scratch","hack","stab","clean"
8,"arm","click","clap","wipe","grab"
3,"arm","lift","brush","fold","bind"
11,"leg","strut","skip","pace","dance"
