"item","type","word1","word2","word3","word4"
9,"arm","whip","toss","throw","scrape"
18,"leg","leap","stray","skate","slip"
5,"arm","scratch","clean","stab","hack"
3,"arm","fold","lift","brush","bind"
6,"arm","stir","carve","wash","bash"
10,"leg","mount","limp","hop","stride"
12,"leg","jump","step","stroll","walk"
4,"arm","seize","grip","grasp","catch"
11,"leg","pace","skip","strut","dance"
1,"arm","pat","peel","pull","braid"
15,"leg","sprint","crawl","slide","trot"
7,"arm","scrub","dig","knock","nip"
14,"leg","climb","wander","kneel","stamp"
13,"leg","tread","wade","hike","tiptoe"
2,"arm","rub","dunk","chop","switch"
17,"leg","run","kick","jog","flee"
16,"leg","creep","stomp","glide","stumble"
8,"arm","clap","click","grab","wipe"
