"item","type","word1","word2","word3","word4"
4,"arm","seize","catch","grasp","grip"
5,"arm","clean","stab","scratch","hack"
11,"leg","dance","skip","strut","pace"
8,"arm","grab","click","wipe","clap"
1,"arm","braid","peel","pull","pat"
14,"leg","stamp","wander","kneel","climb"
15,"leg","slide","crawl","trot","sprint"
16,"leg","stomp","creep","stumble","glide"
2,"arm","chop","dunk","rub","switch"
3,"arm","bind","lift","brush","fold"
9,"arm","whip","throw","toss","scrape"
13,"leg","tiptoe","hike","tread","wade"
12,"leg","walk","jump","stroll","step"
17,"leg","flee","kick","jog","run"
7,"arm","dig","nip","scrub","knock"
6,"arm","wash","stir","carve","bash"
18,"leg","slip","stray","skate","leap"
10,"leg","hop","mount","stride","limp"
