"item","type","word1","word2","word3","word4"
11,"leg","pace","skip","dance","strut"
15,"leg","slide","sprint","trot","crawl"
6,"arm","stir","carve","bash","wash"
9,"arm","throw","toss","whip","scrape"
7,"arm","nip","scrub","knock","dig"
17,"leg","run","flee","jog","kick"
12,"leg","jump","walk","step","stroll"
2,"arm","chop","rub","switch","dunk"
5,"arm","stab","clean","hack","scratch"
1,"arm","peel","pat","pull","braid"
14,"leg","stamp","wander","climb","kneel"
8,"arm","grab","clap","wipe","click"
13,"leg","tread","tiptoe","hike","wade"
4,"arm","grasp","catch","seize","grip"
16,"leg","glide","creep","stomp","stumble"
18,"leg","leap","skate","stray","slip"
3,"arm","lift","fold","brush","bind"
10,"leg","limp","hop","mount","stride"
