"item","type","word1","word2","word3","word4"
9,"arm","whip","toss","scrape","throw"
13,"leg","tread","wade","hike","tiptoe"
3,"arm","bind","fold","brush","lift"
10,"leg","hop","limp","mount","stride"
14,"leg","climb","kneel","stamp","wander"
6,"arm","bash","wash","carve","stir"
16,"leg","glide","stumble","creep","stomp"
2,"arm","chop","switch","dunk","rub"
1,"arm","pat","pull","peel","braid"
15,"leg","slide","sprint","crawl","trot"
4,"arm","seize","catch","grasp","grip"
8,"arm","clap","grab","wipe","click"
18,"leg","skate","leap","stray","slip"
5,"arm","hack","scratch","stab","clean"
11,"leg","skip","strut","pace","dance"
7,"arm","nip","scrub","dig","knock"
17,"leg","flee","run","kick","jog"
12,"leg","step","jump","stroll","walk"
