"item","type","word1","word2","word3","word4"
11,"leg","pace","skip","dance","strut"
18,"leg","stray","skate","slip","leap"
3,"arm","brush","bind","fold","lift"
2,"arm","chop","rub","dunk","switch"
15,"leg","sprint","trot","crawl","slide"
10,"leg","limp","mount","stride","hop"
9,"arm","toss","whip","throw","scrape"
1,"arm","braid","peel","pat","pull"
14,"leg","stamp","climb","wander","kneel"
13,"leg","tiptoe","tread","wade","hike"
17,"leg","jog","run","kick","flee"
5,"arm","stab","scratch","hack","clean"
12,"leg","jump","stroll","walk","step"
6,"arm","bash","carve","stir","wash"
16,"leg","creep","glide","stomp","stumble"
8,"arm","clap","grab","click","wipe"
4,"arm","seize","grip","catch","grasp"
7,"arm","nip","dig","scrub","knock"
