"item","type","word1","word2","word3","word4"
18,"leg","skate","slip","stray","leap"
10,"leg","limp","mount","hop","stride"
7,"arm","knock","nip","dig","scrub"
11,"leg","skip","dance","strut","pace"
6,"arm","carve","stir","wash","bash"
9,"arm","scrape","whip","toss","throw"
14,"leg","stamp","kneel","climb","wander"
2,"arm","chop","switch","dunk","rub"
16,"leg","glide","stumble","stomp","creep"
13,"leg","tiptoe","tread","wade","hike"
5,"arm","stab","scratch","hack","clean"
4,"arm","seize","catch","grip","grasp"
15,"leg","crawl","trot","slide","sprint"
17,"leg","kick","jog","run","flee"
3,"arm","lift","fold","brush","bind"
8,"arm","click","grab","wipe","clap"
1,"arm","peel","pat","pull","braid"
12,"leg","jump","step","stroll","walk"
