"item","type","word1","word2","word3","word4"
18,"leg","stray","leap","skate","slip"
16,"leg","stomp","glide","creep","stumble"
4,"arm","catch","grip","grasp","seize"
1,"arm","pat","braid","pull","peel"
15,"leg","sprint","trot","crawl","slide"
3,"arm","lift","fold","brush","bind"
12,"leg","jump","stroll","step","walk"
9,"arm","scrape","throw","toss","whip"
11,"leg","strut","skip","dance","pace"
5,"arm","hack","stab","scratch","clean"
8,"arm","wipe","grab","click","clap"
17,"leg","flee","jog","kick","run"
6,"arm","bash","carve","stir","wash"
10,"leg","mount","stride","limp","hop"
13,"leg","tread","hike","tiptoe","wade"
2,"arm","chop","rub","switch","dunk"
14,"leg","kneel","stamp","wander","climb"
7,"arm","scrub","dig","nip","knock"
